lemma,frequency_rank,frequency_set,part_of_speech,is_function_word,first_letter_unit,last_letter_unit,is_dead_end
twenty,810,9,X,0,t,y,0
to turn,811,9,X,0,t,n,0
jacket,812,9,X,0,j,t,0
explanation,813,9,X,0,e,n,0
couch,814,9,X,0,c,h,0
to influence,815,9,X,0,t,e,0
transport,816,9,X,0,t,t,0
aircraft,817,9,X,0,a,t,0
post office,818,9,X,0,p,e,0
ice cream,819,9,X,0,i,m,0
proposal,820,9,X,0,p,l,0
step,821,9,X,0,s,p,0
now,822,9,X,0,n,w,0
Mexico,823,9,X,0,M,o,0
kingdom,824,9,X,0,k,m,0
bear,825,9,X,0,b,r,0
glasses,826,9,X,0,g,s,0
chocolate,827,9,X,0,c,e,0
coat,828,9,X,0,c,t,0
pizza,829,9,X,0,p,a,0
exit,830,9,X,0,e,t,0
lecture,831,9,X,0,l,e,0
break,832,9,X,0,b,k,0
to calculate,833,9,X,0,t,e,0
to divide,834,9,X,0,t,e,0
stance,835,9,X,0,s,e,0
student,836,9,X,0,s,t,0
model,837,9,X,0,m,l,0
exercise,838,9,X,0,e,e,0
garage,839,9,X,0,g,e,0
billion,840,9,X,0,b,n,0
to cook,841,9,X,0,t,k,0
scientist,842,9,X,0,s,t,0
sandwich,843,9,X,0,s,h,0
oil,844,9,X,0,o,l,0
expensive,845,9,X,0,e,e,0
boring,846,9,X,0,b,g,0
to describe,847,9,X,0,t,e,0
criminal,848,9,X,0,c,l,0
to forbid,849,9,X,0,t,d,0
taste,850,9,X,0,t,e,0
determined,851,9,X,0,d,d,0
television,852,9,X,0,t,n,0
pie,853,9,X,0,p,e,0
to clean,854,9,X,0,t,n,0
open,855,9,X,0,o,n,0
to persuade,856,9,X,0,t,e,0
Tuesday,857,9,X,0,T,y,0
surname,858,9,X,0,s,e,0
laundry,859,9,X,0,l,y,0
fourth,860,9,X,0,f,h,0
toy,861,9,X,0,t,y,0
rarely,862,9,X,0,r,y,0
noon,863,9,X,0,n,n,0
audience,864,9,X,0,a,e,0
to serve,865,9,X,0,t,e,0
museum,866,9,X,0,m,m,0
soup,867,9,X,0,s,p,0
writer,868,9,X,0,w,r,0
dark,869,9,X,0,d,k,0
interview,870,9,X,0,i,w,0
Thursday,871,9,X,0,T,y,0
apple,872,9,X,0,a,e,0
everywhere,873,9,X,0,e,e,0
to throw,874,9,X,0,t,w,0
quiet,875,9,X,0,q,t,0
bathroom,876,9,X,0,b,m,0
business,877,9,X,0,b,s,0
rose,878,9,X,0,r,e,0
cafe,879,9,X,0,c,e,0
to receive,880,9,X,0,t,e,0
Africa,881,9,X,0,A,a,0
instruction,882,9,X,0,i,n,0
symbol,883,9,X,0,s,l,0
wave,884,9,X,0,w,e,0
helicopter,885,9,X,0,h,r,0
first of all,886,9,X,0,f,l,0
glove,887,9,X,0,g,e,0
to determine,888,9,X,0,t,e,0
beauty,889,9,X,0,b,y,0
quantity,890,9,X,0,q,y,0
winter,891,9,X,0,w,r,0
despite,892,9,X,0,d,e,0
complicated,893,9,X,0,c,d,0
catastrophe,894,9,X,0,c,e,0
terrorist,895,9,X,0,t,t,0
necklace,896,9,X,0,n,e,0
mild,897,9,X,0,m,d,0
competition,898,9,X,0,c,n,0
concert,899,9,X,0,c,t,0
chicken,900,9,X,0,c,n,0
weekly,901,10,X,0,w,y,0
culture,902,10,X,0,c,e,0
nephew,903,10,X,0,n,w,0
ouch,904,10,X,0,o,h,0
hairstyle,905,10,X,0,h,e,0
costume,906,10,X,0,c,e,0
running,907,10,X,0,r,g,0
to progress,908,10,X,0,t,s,0
actor,909,10,X,0,a,r,0
pronunciation,910,10,X,0,p,n,0
impression,911,10,X,0,i,n,0
snow,912,10,X,0,s,w,0
boat,913,10,X,0,b,t,0
training,914,10,X,0,t,g,0
lower,915,10,X,0,l,r,0
to demand,916,10,X,0,t,d,0
walk,917,10,X,0,w,k,0
boot,918,10,X,0,b,t,0
football,919,10,X,0,f,l,0
May,920,10,X,0,M,y,0
mouse,921,10,X,0,m,e,0
underpants,922,10,X,0,u,s,0
to invent,923,10,X,0,t,t,0
changing cabin,924,10,X,0,c,n,0
cup,925,10,X,0,c,p,0
text,926,10,X,0,t,t,0
to wash,927,10,X,0,t,h,0
humor,928,10,X,0,h,r,0
Russian,929,10,X,0,R,n,0
zero,930,10,X,0,z,o,0
action,931,10,X,0,a,n,0
natural,932,10,X,0,n,l,0
birth,933,10,X,0,b,h,0
exam,934,10,X,0,e,m,0
comment,935,10,X,0,c,t,0
crime,936,10,X,0,c,e,0
jewelry,937,10,X,0,j,y,0
wide,938,10,X,0,w,e,0
smile,939,10,X,0,s,e,0
onion,940,10,X,0,o,n,0
league,941,10,X,0,l,e,0
castle,942,10,X,0,c,e,0
novel,943,10,X,0,n,l,0
tasty,944,10,X,0,t,y,0
needle,945,10,X,0,n,e,0
line,946,10,X,0,l,e,0
daily,947,10,X,0,d,y,0
cash,948,10,X,0,c,h,0
sport,949,10,X,0,s,t,0
artist,950,10,X,0,a,t,0
lady,951,10,X,0,l,y,0
sock,952,10,X,0,s,k,0
crowd,953,10,X,0,c,d,0
to explore,954,10,X,0,t,e,0
mirror,955,10,X,0,m,r,0
repairman,956,10,X,0,r,n,0
to swim,957,10,X,0,t,m,0
confirmation,958,10,X,0,c,n,0
to practice,959,10,X,0,t,e,0
cardigan,960,10,X,0,c,n,0
thirty,961,10,X,0,t,y,0
manager,962,10,X,0,m,r,0
unhappy,963,10,X,0,u,y,0
tragedy,964,10,X,0,t,y,0
pencil,965,10,X,0,p,l,0
dessert,966,10,X,0,d,t,0
actress,967,10,X,0,a,s,0
last year,968,10,X,0,l,r,0
excursion,969,10,X,0,e,n,0
surgeon,970,10,X,0,s,n,0
panties,971,10,X,0,p,s,0
shopping,972,10,X,0,s,g,0
weather,973,10,X,0,w,r,0
shower,974,10,X,0,s,r,0
cook,975,10,X,0,c,k,0
reading,976,10,X,0,r,g,0
to paint,977,10,X,0,t,t,0
to participate,978,10,X,0,t,e,0
sauce,979,10,X,0,s,e,0
Chinese,980,10,X,0,C,e,0
twelve,981,10,X,0,t,e,0
attentive,982,10,X,0,a,e,0
fruit,983,10,X,0,f,t,0
strictly,984,10,X,0,s,y,0
fifty,985,10,X,0,f,y,0
to discuss,986,10,X,0,t,s,0
honey,987,10,X,0,h,y,0
greeting card,988,10,X,0,g,d,0
Spanish,989,10,X,0,S,h,0
traffic,990,10,X,0,t,c,0
laptop,991,10,X,0,l,p,0
disc,992,10,X,0,d,c,0
homework,993,10,X,0,h,k,0
fan,994,10,X,0,f,n,0
closed,995,10,X,0,c,d,0
to pull,996,10,X,0,t,l,0
waiter,997,10,X,0,w,r,0
salad,998,10,X,0,s,d,0
to flow,999,10,X,0,t,w,0
widow,1000,10,X,0,w,w,0
pillow,1001,11,X,0,p,w,0
in the south,1002,11,X,0,i,h,0
spring,1003,11,X,0,s,g,0
flower,1004,11,X,0,f,r,0
grandson,1005,11,X,0,g,n,0
stay,1006,11,X,0,s,y,0
carpet,1007,11,X,0,c,t,0
steak,1008,11,X,0,s,k,0
whale,1009,11,X,0,w,e,0
writing,1010,11,X,0,w,g,0
object,1011,11,X,0,o,t,0
to delight,1012,11,X,0,t,t,0
exact,1013,11,X,0,e,t,0
statue,1014,11,X,0,s,e,0
grammatical gender,1015,11,X,0,g,r,0
British,1016,11,X,0,B,h,0
September,1017,11,X,0,S,r,0
communication,1018,11,X,0,c,n,0
fifteen,1019,11,X,0,f,n,0
piano,1020,11,X,0,p,o,0
journal,1021,11,X,0,j,l,0
nail,1022,11,X,0,n,l,0
clerk,1023,11,X,0,c,k,0
playing,1024,11,X,0,p,g,0
course,1025,11,X,0,c,e,0
learning,1026,11,X,0,l,g,0
pancake,1027,11,X,0,p,e,0
cocktail,1028,11,X,0,c,l,0
theater,1029,11,X,0,t,r,0
movement,1030,11,X,0,m,t,0
entrance ticket,1031,11,X,0,e,t,0
someone else's,1032,11,X,0,s,s,0
euro,1033,11,X,0,e,o,0
to organize,1034,11,X,0,t,e,0
equipment,1035,11,X,0,e,t,0
addition,1036,11,X,0,a,n,0
to test,1037,11,X,0,t,t,0
microphone,1038,11,X,0,m,e,0
tie,1039,11,X,0,t,e,0
total,1040,11,X,0,t,l,0
occupation,1041,11,X,0,o,n,0
homemade,1042,11,X,0,h,e,0
present,1043,11,X,0,p,t,0
plate,1044,11,X,0,p,e,0
on foot,1045,11,X,0,o,t,0
guitar,1046,11,X,0,g,r,0
elevator,1047,11,X,0,e,r,0
potato,1048,11,X,0,p,o,0
vegetables,1049,11,X,0,v,s,0
furniture,1050,11,X,0,f,e,0
to take out,1051,11,X,0,t,t,0
warm,1052,11,X,0,w,m,0
butter,1053,11,X,0,b,r,0
China,1054,11,X,0,C,a,0
Wednesday,1055,11,X,0,W,y,0
small thing,1056,11,X,0,s,g,0
Frenchman,1057,11,X,0,F,n,0
festival,1058,11,X,0,f,l,0
salesman,1059,11,X,0,s,n,0
hall,1060,11,X,0,h,l,0
towel,1061,11,X,0,t,l,0
to have dinner,1062,11,X,0,t,r,0
curious,1063,11,X,0,c,s,0
thirsty,1064,11,X,0,t,y,0
united,1065,11,X,0,u,d,0
April,1066,11,X,0,A,l,0
opera,1067,11,X,0,o,a,0
to light,1068,11,X,0,t,t,0
northern,1069,11,X,0,n,n,0
atmosphere,1070,11,X,0,a,e,0
Iraq,1071,11,X,0,I,q,0
Croatian,1072,11,X,0,C,n,0
toast,1073,11,X,0,t,t,0
July,1074,11,X,0,J,y,0
flag,1075,11,X,0,f,g,0
bright,1076,11,X,0,b,t,0
salon,1077,11,X,0,s,n,0
library,1078,11,X,0,l,y,0
sports,1079,11,X,0,s,s,0
popular,1080,11,X,0,p,r,0
Japanese,1081,11,X,0,J,e,0
positive,1082,11,X,0,p,e,0
socializing,1083,11,X,0,s,g,0
parking lot,1084,11,X,0,p,t,0
curtain,1085,11,X,0,c,n,0
small cabinet,1086,11,X,0,s,t,0
passport,1087,11,X,0,p,t,0
ending,1088,11,X,0,e,g,0
engineer,1089,11,X,0,e,r,0
frame,1090,11,X,0,f,e,0
uniform,1091,11,X,0,u,m,0
dad's,1092,11,X,0,d,s,0
buyer,1093,11,X,0,b,r,0
founded,1094,11,X,0,f,d,0
slow,1095,11,X,0,s,w,0
drama,1096,11,X,0,d,a,0
eleven,1097,11,X,0,e,n,0
fresh,1098,11,X,0,f,h,0
bra,1099,11,X,0,b,a,0
hard,1100,11,X,0,h,d,0
luggage,1101,12,X,0,l,e,0
balloon,1102,12,X,0,b,n,0
director,1103,12,X,0,d,r,0
Briton,1104,12,X,0,B,n,0
photographer,1105,12,X,0,p,r,0
to express,1106,12,X,0,t,s,0
revolution,1107,12,X,0,r,n,0
to be silent,1108,12,X,0,t,t,0
June,1109,12,X,0,J,e,0
fantastic,1110,12,X,0,f,c,0
Russia,1111,12,X,0,R,a,0
cheerful,1112,12,X,0,c,l,0
chips,1113,12,X,0,c,s,0
TV set,1114,12,X,0,T,t,0
yellow,1115,12,X,0,y,w,0
Italian,1116,12,X,0,I,n,0
children's,1117,12,X,0,c,s,0
aloud,1118,12,X,0,a,d,0
roommate,1119,12,X,0,r,e,0
March,1120,12,X,0,M,h,0
India,1121,12,X,0,I,a,0
premiere,1122,12,X,0,p,e,0
October,1123,12,X,0,O,r,0
Italy,1124,12,X,0,I,y,0
to compare,1125,12,X,0,t,e,0
adverb,1126,12,X,0,a,b,0
to bake,1127,12,X,0,t,e,0
everything,1128,12,X,0,e,g,0
she,1129,12,X,0,s,e,0
too much,1130,12,X,0,t,h,0
annual,1131,12,X,0,a,l,0
correct,1132,12,X,0,c,t,0
tidy,1133,12,X,0,t,y,0
singular,1134,12,X,0,s,r,0
deep,1135,12,X,0,d,p,0
opposite,1136,12,X,0,o,e,0
foreign,1137,12,X,0,f,n,0
pumpkin,1138,12,X,0,p,n,0
Frenchwoman,1139,12,X,0,F,n,0
to fill,1140,12,X,0,t,l,0
direct,1141,12,X,0,d,t,0
square,1142,12,X,0,s,e,0
portal,1143,12,X,0,p,l,0
equal,1144,12,X,0,e,l,0
complex,1145,12,X,0,c,x,1
to pick,1146,12,X,0,t,k,0
unknown,1147,12,X,0,u,n,0
surroundings,1148,12,X,0,s,s,0
unpleasant,1149,12,X,0,u,t,0
acquaintance,1150,12,X,0,a,e,0
romantic,1151,12,X,0,r,c,0
negative,1152,12,X,0,n,e,0
eastern,1153,12,X,0,e,n,0
southern,1154,12,X,0,s,n,0
practical,1155,12,X,0,p,l,0
national,1156,12,X,0,n,l,0
to recommend,1157,12,X,0,t,d,0
Hungarian,1158,12,X,0,H,n,0
western,1159,12,X,0,w,n,0
brown,1160,12,X,0,b,n,0
cheap,1161,12,X,0,c,p,0
beef,1162,12,X,0,b,f,0
Mexican,1163,12,X,0,M,n,0
modern,1164,12,X,0,m,n,0
upper,1165,12,X,0,u,r,0
brilliant,1166,12,X,0,b,t,0
strict,1167,12,X,0,s,t,0
to phone,1168,12,X,0,t,e,0
classic,1169,12,X,0,c,c,0
general,1170,12,X,0,g,l,0
purple,1171,12,X,0,p,e,0
comfortable,1172,12,X,0,c,e,0
to reserve,1173,12,X,0,t,e,0
Greek,1174,12,X,0,G,k,0
lamp,1175,12,X,0,l,p,0
pink,1176,12,X,0,p,k,0
gray,1177,12,X,0,g,y,0
souvenir,1178,12,X,0,s,r,0
sneaker,1179,12,X,0,s,r,0
armchair,1180,12,X,0,a,r,0
to count,1181,12,X,0,t,t,0
England,1182,12,X,0,E,d,0
tap,1183,12,X,0,t,p,0
to have lunch,1184,12,X,0,t,h,0
marketplace,1185,12,X,0,m,e,0
delay,1186,12,X,0,d,y,0
France,1187,12,X,0,F,e,0
bathing place,1188,12,X,0,b,e,0
Indian,1189,12,X,0,I,n,0
granddaughter,1190,12,X,0,g,r,0
with,1191,12,X,0,w,h,0
cave,1192,12,X,0,c,e,0
holiday,1193,12,X,0,h,y,0
yesterday's,1194,12,X,0,y,s,0
Germany,1195,12,X,0,G,y,0
thin,1196,12,X,0,t,n,0
typical,1197,12,X,0,t,l,0
academy,1198,12,X,0,a,y,0
elegant,1199,12,X,0,e,t,0
tomato,1200,12,X,0,t,o,0
active,1201,13,X,0,a,e,0
saleswoman,1202,13,X,0,s,n,0
concrete,1203,13,X,0,c,e,0
jeans,1204,13,X,0,j,s,0
regret,1205,13,X,0,r,t,0
cousin,1206,13,X,0,c,n,0
traditional,1207,13,X,0,t,l,0
Finnish,1208,13,X,0,F,h,0
Finn,1209,13,X,0,F,n,0
pasta,1210,13,X,0,p,a,0
spider,1211,13,X,0,s,r,0
thick,1212,13,X,0,t,k,0
politician,1213,13,X,0,p,n,0
use,1214,13,X,0,u,e,0
fashion,1215,13,X,0,f,n,0
rice,1216,13,X,0,r,e,0
to train,1217,13,X,0,t,n,0
narrow,1218,13,X,0,n,w,0
donut,1219,13,X,0,d,t,0
monthly,1220,13,X,0,m,y,0
proverb,1221,13,X,0,p,b,0
sixth,1222,13,X,0,s,h,0
peasant,1223,13,X,0,p,t,0
sentence,1224,13,X,0,s,e,0
frequent,1225,13,X,0,f,t,0
sunny,1226,13,X,0,s,y,0
lazy,1227,13,X,0,l,y,0
mathematics,1228,13,X,0,m,s,0
singer,1229,13,X,0,s,r,0
fork,1230,13,X,0,f,k,0
elephant,1231,13,X,0,e,t,0
county,1232,13,X,0,c,y,0
November,1233,13,X,0,N,r,0
frog,1234,13,X,0,f,g,0
Canada,1235,13,X,0,C,a,0
European,1236,13,X,0,E,n,0
Afghanistan,1237,13,X,0,A,n,0
Korean,1238,13,X,0,K,n,0
teenager,1239,13,X,0,t,r,0
Canadian,1240,13,X,0,C,n,0
seventh,1241,13,X,0,s,h,0
delighted,1242,13,X,0,d,d,0
candy,1243,13,X,0,c,y,0
highway,1244,13,X,0,h,y,0
drawer,1245,13,X,0,d,r,0
August,1246,13,X,0,A,t,0
turkey,1247,13,X,0,t,y,0
to brush,1248,13,X,0,t,h,0
to have breakfast,1249,13,X,0,t,t,0
Spain,1250,13,X,0,S,n,0
December,1251,13,X,0,D,r,0
shell,1252,13,X,0,s,l,0
drawing,1253,13,X,0,d,g,0
tourist,1254,13,X,0,t,t,0
corn,1255,13,X,0,c,n,0
Scottish,1256,13,X,0,S,h,0
ground floor,1257,13,X,0,g,r,0
exhibition,1258,13,X,0,e,n,0
zoological,1259,13,X,0,z,l,0
Turkish,1260,13,X,0,T,h,0
icy,1261,13,X,0,i,y,0
bicycle,1262,13,X,0,b,e,0
creative,1263,13,X,0,c,e,0
skirt,1264,13,X,0,s,t,0
January,1265,13,X,0,J,y,0
mushroom,1266,13,X,0,m,m,0
ferry,1267,13,X,0,f,y,0
niece,1268,13,X,0,n,e,0
scholarship,1269,13,X,0,s,p,0
to communicate,1270,13,X,0,t,e,0
liter,1271,13,X,0,l,r,0
forty,1272,13,X,0,f,y,0
spoon,1273,13,X,0,s,n,0
orange,1274,13,X,0,o,e,0
sausage,1275,13,X,0,s,e,0
mechanic,1276,13,X,0,m,c,0
independent,1277,13,X,0,i,t,0
to spend the summer,1278,13,X,0,t,r,0
oven,1279,13,X,0,o,n,0
Dutch,1280,13,X,0,D,h,0
Dutchwoman,1281,13,X,0,D,n,0
matching,1282,13,X,0,m,g,0
banana,1283,13,X,0,b,a,0
probability,1284,13,X,0,p,y,0
insect,1285,13,X,0,i,t,0
Polish,1286,13,X,0,P,h,0
Pole,1287,13,X,0,P,e,0
republic,1288,13,X,0,r,c,0
chemical,1289,13,X,0,c,l,0
salty,1290,13,X,0,s,y,0
Egyptian,1291,13,X,0,E,n,0
February,1292,13,X,0,F,y,0
doctor's office,1293,13,X,0,d,e,0
baron,1294,13,X,0,b,n,0
suitcase,1295,13,X,0,s,e,0
toilet,1296,13,X,0,t,t,0
comic book,1297,13,X,0,c,k,0
to write down,1298,13,X,0,t,n,0
dentist,1299,13,X,0,d,t,0
makeup,1300,13,X,0,m,p,0
Swedish,1301,14,X,0,S,h,0
to save,1302,14,X,0,t,e,0
mainland,1303,14,X,0,m,d,0
attic,1304,14,X,0,a,c,0
shelf,1305,14,X,0,s,f,0
avenue,1306,14,X,0,a,e,0
Swiss,1307,14,X,0,S,s,0
to suggest,1308,14,X,0,t,t,0
physics,1309,14,X,0,p,s,0
muffin,1310,14,X,0,m,n,0
walnut,1311,14,X,0,w,t,0
to photograph,1312,14,X,0,t,h,0
the day after tomorrow,1313,14,X,0,t,w,0
summer vacation,1314,14,X,0,s,n,0
painter,1315,14,X,0,p,r,0
statement,1316,14,X,0,s,t,0
basketball,1317,14,X,0,b,l,0
lemon,1318,14,X,0,l,n,0
post,1319,14,X,0,p,t,0
bracelet,1320,14,X,0,b,t,0
irresponsible,1321,14,X,0,i,e,0
resident,1322,14,X,0,r,t,0
official,1323,14,X,0,o,l,0
ham,1324,14,X,0,h,m,0
gallery,1325,14,X,0,g,y,0
speaker,1326,14,X,0,s,r,0
institution,1327,14,X,0,i,n,0
carrot,1328,14,X,0,c,t,0
autumn,1329,14,X,0,a,n,0
eighth,1330,14,X,0,e,h,0
balcony,1331,14,X,0,b,y,0
hairdresser,1332,14,X,0,h,r,0
cream,1333,14,X,0,c,m,0
dean,1334,14,X,0,d,n,0
pantry,1335,14,X,0,p,y,0
helpful,1336,14,X,0,h,l,0
trait,1337,14,X,0,t,t,0
horror,1338,14,X,0,h,r,0
public,1339,14,X,0,p,c,0
athlete,1340,14,X,0,a,e,0
spaghetti,1341,14,X,0,s,i,0
Switzerland,1342,14,X,0,S,d,0
vegetarian,1343,14,X,0,v,n,0
peach,1344,14,X,0,p,h,0
lemonade,1345,14,X,0,l,e,0
architect,1346,14,X,0,a,t,0
Irish,1347,14,X,0,I,h,0
small town,1348,14,X,0,s,n,0
cookie,1349,14,X,0,c,e,0
Iraqi,1350,14,X,0,I,i,0
pajamas,1351,14,X,0,p,s,0
category,1352,14,X,0,c,y,0
two hundred,1353,14,X,0,t,d,0
discount,1354,14,X,0,d,t,0
verb,1355,14,X,0,v,b,0
dining room,1356,14,X,0,d,m,0
settlement,1357,14,X,0,s,t,0
postcard,1358,14,X,0,p,d,0
painting,1359,14,X,0,p,g,0
ninth,1360,14,X,0,n,h,0
in autumn,1361,14,X,0,i,n,0
dimension,1362,14,X,0,d,n,0
singing,1363,14,X,0,s,g,0
chemistry,1364,14,X,0,c,y,0
etc.,1365,14,X,0,e,.,1
sour,1366,14,X,0,s,r,0
Australian,1367,14,X,0,A,n,0
stadium,1368,14,X,0,s,m,0
sixteen,1369,14,X,0,s,n,0
railway,1370,14,X,0,r,y,0
author,1371,14,X,0,a,r,0
strawberry,1372,14,X,0,s,y,0
menu,1373,14,X,0,m,u,0
e.g.,1374,14,X,0,e,.,1
housewife,1375,14,X,0,h,e,0
grapes,1376,14,X,0,g,s,0
earring,1377,14,X,0,e,g,0
quality,1378,14,X,0,q,y,0
practicing,1379,14,X,0,p,g,0
favorable,1380,14,X,0,f,e,0
pyramid,1381,14,X,0,p,d,0
semester,1382,14,X,0,s,r,0
hardworking,1383,14,X,0,h,g,0
Ireland,1384,14,X,0,I,d,0
ancient,1385,14,X,0,a,t,0
sweater,1386,14,X,0,s,r,0
yogurt,1387,14,X,0,y,t,0
Pakistani,1388,14,X,0,P,i,0
tenth,1389,14,X,0,t,h,0
pharmacy,1390,14,X,0,p,y,0
to sightsee,1391,14,X,0,t,e,0
volcano,1392,14,X,0,v,o,0
musical,1393,14,X,0,m,l,0
cucumber,1394,14,X,0,c,r,0
commercial,1395,14,X,0,c,l,0
to symbolize,1396,14,X,0,t,e,0
yoga,1397,14,X,0,y,a,0
specialty,1398,14,X,0,s,y,0
sixty,1399,14,X,0,s,y,0
five hundred,1400,14,X,0,f,d,0
jam,1401,15,X,0,j,m,0
dissatisfied,1402,15,X,0,d,d,0
vitamin,1403,15,X,0,v,n,0
gym,1404,15,X,0,g,m,0
continent,1405,15,X,0,c,t,0
irregular,1406,15,X,0,i,r,0
blazer,1407,15,X,0,b,r,0
flu,1408,15,X,0,f,u,0
scarf,1409,15,X,0,s,f,0
playground,1410,15,X,0,p,d,0
initial,1411,15,X,0,i,l,0
unforgettable,1412,15,X,0,u,e,0
likeable,1413,15,X,0,l,e,0
Scotland,1414,15,X,0,S,d,0
pepper,1415,15,X,0,p,r,0
documentary,1416,15,X,0,d,y,0
theoretical,1417,15,X,0,t,l,0
Brazilian,1418,15,X,0,B,n,0
pea,1419,15,X,0,p,a,0
ballet,1420,15,X,0,b,t,0
seventeen,1421,15,X,0,s,n,0
napkin,1422,15,X,0,n,n,0
umbrella,1423,15,X,0,u,a,0
region,1424,15,X,0,r,n,0
biology,1425,15,X,0,b,y,0
cabbage,1426,15,X,0,c,e,0
irony,1427,15,X,0,i,y,0
loud,1428,15,X,0,l,d,0
Norwegian,1429,15,X,0,N,n,0
terrace,1430,15,X,0,t,e,0
landmark,1431,15,X,0,l,k,0
garlic,1432,15,X,0,g,c,0
watermelon,1433,15,X,0,w,n,0
invention,1434,15,X,0,i,n,0
thirteen,1435,15,X,0,t,n,0
fourteen,1436,15,X,0,f,n,0
origin,1437,15,X,0,o,n,0
skiing,1438,15,X,0,s,g,0
flour,1439,15,X,0,f,r,0
shocked,1440,15,X,0,s,d,0
Easter,1441,15,X,0,E,r,0
Iranian,1442,15,X,0,I,n,0
tennis,1443,15,X,0,t,s,0
eighteen,1444,15,X,0,e,n,0
philosophy,1445,15,X,0,p,y,0
theatrical,1446,15,X,0,t,l,0
Egypt,1447,15,X,0,E,t,0
the day before yesterday,1448,15,X,0,t,y,0
comedy,1449,15,X,0,c,y,0
slipper,1450,15,X,0,s,r,0
appetizer,1451,15,X,0,a,r,0
climate,1452,15,X,0,c,e,0
Pakistan,1453,15,X,0,P,n,0
Poland,1454,15,X,0,P,d,0
Britain,1455,15,X,0,B,n,0
veal,1456,15,X,0,v,l,0
reader,1457,15,X,0,r,r,0
kindergarten,1458,15,X,0,k,n,0
stream,1459,15,X,0,s,m,0
dialogue,1460,15,X,0,d,e,0
backpack,1461,15,X,0,b,k,0
bookstore,1462,15,X,0,b,e,0
national team,1463,15,X,0,n,m,0
Belgian,1464,15,X,0,B,n,0
notebook,1465,15,X,0,n,k,0
understanding,1466,15,X,0,u,g,0
diplomat,1467,15,X,0,d,t,0
magnet,1468,15,X,0,m,t,0
Greece,1469,15,X,0,G,e,0
footballer,1470,15,X,0,f,r,0
interrogative,1471,15,X,0,i,e,0
long-lasting,1472,15,X,0,l,g,0
untidy,1473,15,X,0,u,y,0
ski,1474,15,X,0,s,i,0
spacious,1475,15,X,0,s,s,0
Ukrainian,1476,15,X,0,U,n,0
sink,1477,15,X,0,s,k,0
ingredient,1478,15,X,0,i,t,0
Romanian,1479,15,X,0,R,n,0
passive,1480,15,X,0,p,e,0
vanilla,1481,15,X,0,v,a,0
Afghan,1482,15,X,0,A,n,0
formula,1483,15,X,0,f,a,0
plural,1484,15,X,0,p,l,0
uncertainty,1485,15,X,0,u,y,0
calendar,1486,15,X,0,c,r,0
Sweden,1487,15,X,0,S,n,0
Norway,1488,15,X,0,N,y,0
archaeologist,1489,15,X,0,a,t,0
to fall in love,1490,15,X,0,t,e,0
shallow,1491,15,X,0,s,w,0
chapter,1492,15,X,0,c,r,0
Serbian,1493,15,X,0,S,n,0
blog,1494,15,X,0,b,g,0
unlikeable,1495,15,X,0,u,e,0
Portuguese,1496,15,X,0,P,e,0
stand,1497,15,X,0,s,d,0
Estonian,1498,15,X,0,E,n,0
Austrian,1499,15,X,0,A,n,0
stork,1500,15,X,0,s,k,0
caffeine,1501,16,X,0,c,e,0
slim,1502,16,X,0,s,m,0
eighty,1503,16,X,0,e,y,0
diet,1504,16,X,0,d,t,0
function,1505,16,X,0,f,n,0
tram,1506,16,X,0,t,m,0
refusal,1507,16,X,0,r,l,0
stove,1508,16,X,0,s,e,0
alphabet,1509,16,X,0,a,t,0
seventy,1510,16,X,0,s,y,0
cherry,1511,16,X,0,c,y,0
sour cherry,1512,16,X,0,s,y,0
parking,1513,16,X,0,p,g,0
Czech,1514,16,X,0,C,h,0
Advent,1515,16,X,0,A,t,0
aerobics,1516,16,X,0,a,s,0
affirmative,1517,16,X,0,a,e,0
ajvar,1518,16,X,0,a,r,0
on sale,1519,16,X,0,o,e,0
accusative case,1520,16,X,0,a,e,0
aquarium,1521,16,X,0,a,m,0
amphitheater,1522,16,X,0,a,r,0
pineapple,1523,16,X,0,p,e,0
antifascist,1524,16,X,0,a,t,0
Argentine,1525,16,X,0,A,e,0
studio,1526,16,X,0,s,o,0
attraction,1527,16,X,0,a,n,0
vending machine,1528,16,X,0,v,e,0
car wash,1529,16,X,0,c,h,0
by hitchhiking,1530,16,X,0,b,g,0
Russian nesting doll,1531,16,X,0,R,l,0
Bajadera,1532,16,X,0,B,a,0
ballet flat,1533,16,X,0,b,t,0
bambus,1534,16,X,0,b,s,0
ban,1535,16,X,0,b,n,0
ATM,1536,16,X,0,A,M,0
bevanda,1537,16,X,0,b,a,0
impersonal,1538,16,X,0,i,l,0
cash register,1539,16,X,0,c,r,0
chard,1540,16,X,0,c,d,0
blogger,1541,16,X,0,b,r,0
blouse,1542,16,X,0,b,e,0
to be afraid,1543,16,X,0,t,d,0
crayon,1544,16,X,0,c,n,0
boxer shorts,1545,16,X,0,b,s,0
box of chocolates,1546,16,X,0,b,s,0
basil,1547,16,X,0,b,l,0
botanical garden,1548,16,X,0,b,n,0
broccoli,1549,16,X,0,b,i,0
to wake up,1550,16,X,0,t,p,0
Bulgarian,1551,16,X,0,B,n,0
burek,1552,16,X,0,b,k,0
Cedevita,1553,16,X,0,C,a,0
cinnamon,1554,16,X,0,c,n,0
cartoon,1555,16,X,0,c,n,0
hyphen,1556,16,X,0,h,n,0
