lemma,translation,language,is_primary,provenance
brave,hrabar,hr,1,llm_only
to smoke,pušiti,hr,1,llm_only
bus,autobus,hr,1,llm_only
bus,autobusni,hr,0,llm_only
level,razina,hr,1,llm_only
to add,dodati,hr,1,llm_only
to add,dodavati,hr,0,llm_only
German,Nijemac,hr,1,llm_only
German,Njemica,hr,0,llm_only
German,njemački,hr,0,llm_only
to respect,poštivati,hr,1,llm_only
to respect,poštovati,hr,0,llm_only
daughter,kćerka,hr,1,llm_only
to dance,plesati,hr,1,llm_only
in the evening,navečer,hr,1,llm_only
topic,tema,hr,1,llm_only
relative,odnosni,hr,1,llm_only
relative,rođak,hr,0,llm_only
relative,rođakinja,hr,0,llm_only
Saturday,subota,hr,1,llm_only
late,kasan,hr,1,llm_only
project,projekt,hr,1,llm_only
summer,ljeto,hr,1,llm_only
sample,uzorak,hr,1,llm_only
to earn,zaraditi,hr,1,llm_only
to earn,zarađivati,hr,0,llm_only
flowers,cvijeće,hr,1,llm_only
size,veličina,hr,1,llm_only
ugly,ružan,hr,1,llm_only
to propose,predlagati,hr,1,llm_only
to lie,ležati,hr,1,llm_only
to win,osvojiti,hr,1,llm_only
afternoon,popodne,hr,1,llm_only
afternoon,poslijepodne,hr,0,llm_only
technology,tehnologija,hr,1,llm_only
to cost,koštati,hr,1,llm_only
to act,glumiti,hr,1,llm_only
gorgeous,prekrasan,hr,1,llm_only
twice,dvaput,hr,1,llm_only
politics,politika,hr,1,llm_only
at night,noću,hr,1,llm_only
to order,naručiti,hr,1,llm_only
to burn,gorjeti,hr,1,llm_only
means,sredstvo,hr,1,llm_only
pool,bazen,hr,1,llm_only
silence,tišina,hr,1,llm_only
century,stoljeće,hr,1,llm_only
basement,podrum,hr,1,llm_only
report,izvještaj,hr,1,llm_only
report,reportaža,hr,0,llm_only
board,ploča,hr,1,llm_only
terrible,grozan,hr,1,llm_only
cinema,kino,hr,1,llm_only
to jump,skočiti,hr,1,llm_only
taxi,taksi,hr,1,llm_only
worker,radnica,hr,1,llm_only
worker,radnik,hr,0,llm_only
device,uređaj,hr,1,llm_only
polite,ljubazan,hr,1,llm_only
polite,pristojan,hr,0,llm_only
milk,mlijeko,hr,1,llm_only
apology,isprika,hr,1,llm_only
position,pozicija,hr,1,llm_only
cake,kolač,hr,1,llm_only
cake,torta,hr,0,llm_only
west,zapad,hr,1,llm_only
fat,debeo,hr,1,llm_only
ability,sposobnost,hr,1,llm_only
common,zajednički,hr,1,llm_only
intention,namjera,hr,1,llm_only
male,muški,hr,1,llm_only
season,godišnje doba,hr,1,llm_only
season,sezona,hr,0,llm_only
whisky,viski,hr,1,llm_only
sad,tužan,hr,1,llm_only
t-shirt,majica,hr,1,llm_only
faculty,fakultet,hr,1,llm_only
mess,nered,hr,1,llm_only
to fly,letjeti,hr,1,llm_only
garden,vrt,hr,1,llm_only
equally,jednako,hr,1,llm_only
alcohol,alkohol,hr,1,llm_only
sugar,šećer,hr,1,llm_only
juice,džus,hr,1,llm_only
juice,sok,hr,0,llm_only
appearance,izgled,hr,1,llm_only
to replace,zamijeniti,hr,1,llm_only
circumstance,okolnost,hr,1,llm_only
passage,prolaz,hr,1,llm_only
short,kratak,hr,1,llm_only
short,nizak,hr,0,llm_only
encounter,susret,hr,1,llm_only
basis,osnova,hr,1,llm_only
surface,površina,hr,1,llm_only
east,istok,hr,1,llm_only
station,kolodvor,hr,1,llm_only
station,postaja,hr,0,llm_only
airport,aerodrom,hr,1,llm_only
airport,zračna luka,hr,0,llm_only
to use,koristiti se,hr,1,llm_only
to use,služiti se,hr,0,llm_only
to use,upotrebljavati,hr,0,llm_only
to use,upotrijebiti,hr,0,llm_only
salt,sol,hr,1,llm_only
gorgeously,prekrasno,hr,1,llm_only
to borrow,posuditi,hr,1,llm_only
so far,dosad,hr,1,llm_only
wonderful,krasan,hr,1,llm_only
wonderful,predivan,hr,0,llm_only
priest,svećenik,hr,1,llm_only
health,zdravlje,hr,1,llm_only
to hit,tući,hr,1,llm_only
pocket,džep,hr,1,llm_only
shop,dućan,hr,1,llm_only
interest,interes,hr,1,llm_only
product,proizvod,hr,1,llm_only
simple,jednostavan,hr,1,llm_only
doll,lutka,hr,1,llm_only
gratitude,zahvalnost,hr,1,llm_only
snake,zmija,hr,1,llm_only
passenger,putnik,hr,1,llm_only
golden,zlatan,hr,1,llm_only
to create,stvarati,hr,1,llm_only
north,sjever,hr,1,llm_only
midnight,ponoć,hr,1,llm_only
aunt,teta,hr,1,llm_only
subject,predmet,hr,1,llm_only
subject,subjekt,hr,0,llm_only
minister,ministar,hr,1,llm_only
hallway,hodnik,hr,1,llm_only
hat,kapa,hr,1,llm_only
hat,šešir,hr,0,llm_only
series,serija,hr,1,llm_only
all sorts of things,svašta,hr,1,llm_only
yard,dvorište,hr,1,llm_only
lesson,lekcija,hr,1,llm_only
Europe,Europa,hr,1,llm_only
bread,kruh,hr,1,llm_only
monkey,majmun,hr,1,llm_only
pupil,učenik,hr,1,llm_only
activity,aktivnost,hr,1,llm_only
activity,djelatnost,hr,0,llm_only
expression,izraz,hr,1,llm_only
expression,izražavanje,hr,0,llm_only
thinking,razmišljanje,hr,1,llm_only
healthy,zdrav,hr,1,llm_only
to publish,objaviti,hr,1,llm_only
to celebrate,slaviti,hr,1,llm_only
south,jug,hr,1,llm_only
similar,sl.,hr,1,llm_only
similar,sličan,hr,0,llm_only
ocean,ocean,hr,1,llm_only
wardrobe,ormar,hr,1,llm_only
to lie down,leći,hr,1,llm_only
kiss,poljubac,hr,1,llm_only
kilometer,kilometar,hr,1,llm_only
date,datum,hr,1,llm_only
to finish,dovršiti,hr,1,llm_only
to finish,završavati,hr,0,llm_only
foreigner,stranac,hr,1,llm_only
shirt,košulja,hr,1,llm_only
pleasant,ugodan,hr,1,llm_only
Monday,ponedjeljak,hr,1,llm_only
twenty,dvadeset,hr,1,llm_only
to turn,skrenuti,hr,1,llm_only
jacket,jakna,hr,1,llm_only
explanation,objašnjenje,hr,1,llm_only
couch,kauč,hr,1,llm_only
to influence,utjecati,hr,1,llm_only
transport,prijevoz,hr,1,llm_only
transport,prijevozni,hr,0,llm_only
aircraft,zrakoplov,hr,1,llm_only
post office,pošta,hr,1,llm_only
ice cream,sladoled,hr,1,llm_only
proposal,prijedlog,hr,1,llm_only
step,stepenica,hr,1,llm_only
now,sad,hr,1,llm_only
Mexico,Meksiko,hr,1,llm_only
kingdom,kraljevstvo,hr,1,llm_only
bear,medvjed,hr,1,llm_only
glasses,naočale,hr,1,llm_only
chocolate,čokolada,hr,1,llm_only
chocolate,čokoladni,hr,0,llm_only
coat,kaput,hr,1,llm_only
pizza,pizza,hr,1,llm_only
exit,izlazak,hr,1,llm_only
lecture,predavanje,hr,1,llm_only
break,pauza,hr,1,llm_only
to calculate,računati,hr,1,llm_only
to divide,podijeliti,hr,1,llm_only
stance,stav,hr,1,llm_only
student,student,hr,1,llm_only
student,studentica,hr,0,llm_only
model,model,hr,1,llm_only
exercise,vježba,hr,1,llm_only
garage,garaža,hr,1,llm_only
billion,milijarda,hr,1,llm_only
to cook,kuhati,hr,1,llm_only
to cook,skuhati,hr,0,llm_only
scientist,znanstvenik,hr,1,llm_only
sandwich,sendvič,hr,1,llm_only
oil,ulje,hr,1,llm_only
expensive,skup,hr,1,llm_only
boring,dosadan,hr,1,llm_only
to describe,opisati,hr,1,llm_only
to describe,opisivati,hr,0,llm_only
criminal,kriminalac,hr,1,llm_only
to forbid,zabraniti,hr,1,llm_only
taste,okus,hr,1,llm_only
determined,određen,hr,1,llm_only
television,televizija,hr,1,llm_only
pie,pita,hr,1,llm_only
to clean,čistiti,hr,1,llm_only
open,otvoren,hr,1,llm_only
to persuade,nagovoriti,hr,1,llm_only
Tuesday,utorak,hr,1,llm_only
surname,prezime,hr,1,llm_only
laundry,rublje,hr,1,llm_only
fourth,četvrti,hr,1,llm_only
toy,igračka,hr,1,llm_only
rarely,rijetko,hr,1,llm_only
noon,podne,hr,1,llm_only
audience,publika,hr,1,llm_only
to serve,poslužiti,hr,1,llm_only
museum,muzej,hr,1,llm_only
soup,juha,hr,1,llm_only
writer,književnica,hr,1,llm_only
writer,spisateljica,hr,0,llm_only
writer,pisac,hr,0,llm_only
dark,taman,hr,1,llm_only
interview,intervju,hr,1,llm_only
Thursday,četvrtak,hr,1,llm_only
apple,jabuka,hr,1,llm_only
everywhere,svugdje,hr,1,llm_only
to throw,bacati,hr,1,llm_only
quiet,tih,hr,1,llm_only
bathroom,kupaonica,hr,1,llm_only
business,poslovan,hr,1,llm_only
rose,ruža,hr,1,llm_only
cafe,kafić,hr,1,llm_only
cafe,kavana,hr,0,llm_only
to receive,primati,hr,1,llm_only
Africa,Afrika,hr,1,llm_only
instruction,uputa,hr,1,llm_only
symbol,simbol,hr,1,llm_only
wave,val,hr,1,llm_only
helicopter,helikopter,hr,1,llm_only
first of all,najprije,hr,1,llm_only
glove,rukavica,hr,1,llm_only
to determine,odrediti,hr,1,llm_only
beauty,ljepotica,hr,1,llm_only
quantity,količina,hr,1,llm_only
winter,zima,hr,1,llm_only
winter,zimski,hr,0,llm_only
despite,unatoč,hr,1,llm_only
despite,usprkos,hr,0,llm_only
complicated,kompliciran,hr,1,llm_only
catastrophe,katastrofa,hr,1,llm_only
terrorist,terorist,hr,1,llm_only
necklace,ogrlica,hr,1,llm_only
mild,blag,hr,1,llm_only
competition,natjecanje,hr,1,llm_only
concert,koncert,hr,1,llm_only
chicken,piletina,hr,1,llm_only
weekly,tjedni,hr,1,llm_only
weekly,tjedno,hr,0,llm_only
culture,kultura,hr,1,llm_only
nephew,nećak,hr,1,llm_only
ouch,jao,hr,1,llm_only
hairstyle,frizura,hr,1,llm_only
costume,kostim,hr,1,llm_only
running,trčanje,hr,1,llm_only
to progress,napredovati,hr,1,llm_only
actor,glumac,hr,1,llm_only
pronunciation,izgovor,hr,1,llm_only
impression,dojam,hr,1,llm_only
snow,snijeg,hr,1,llm_only
boat,čamac,hr,1,llm_only
training,trening,hr,1,llm_only
lower,donji,hr,1,llm_only
to demand,zahtijevati,hr,1,llm_only
walk,šetnja,hr,1,llm_only
boot,čizma,hr,1,llm_only
football,nogomet,hr,1,llm_only
football,nogometni,hr,0,llm_only
May,svibanj,hr,1,llm_only
mouse,miš,hr,1,llm_only
underpants,gaće,hr,1,llm_only
to invent,izmisliti,hr,1,llm_only
to invent,izumiti,hr,0,llm_only
changing cabin,kabina,hr,1,llm_only
cup,šalica,hr,1,llm_only
text,tekst,hr,1,llm_only
to wash,oprati,hr,1,llm_only
humor,humor,hr,1,llm_only
Russian,Rus,hr,1,llm_only
Russian,Ruskinja,hr,0,llm_only
Russian,ruski,hr,0,llm_only
zero,nula,hr,1,llm_only
action,radnja,hr,1,llm_only
natural,prirodan,hr,1,llm_only
birth,rođenje,hr,1,llm_only
exam,ispit,hr,1,llm_only
comment,komentar,hr,1,llm_only
crime,kriminal,hr,1,llm_only
jewelry,nakit,hr,1,llm_only
wide,širok,hr,1,llm_only
smile,osmijeh,hr,1,llm_only
onion,luk,hr,1,llm_only
league,liga,hr,1,llm_only
castle,dvorac,hr,1,llm_only
novel,roman,hr,1,llm_only
tasty,ukusan,hr,1,llm_only
needle,igla,hr,1,llm_only
line,crta,hr,1,llm_only
daily,dnevni,hr,1,llm_only
daily,svakodnevno,hr,0,llm_only
cash,gotovina,hr,1,llm_only
sport,sport,hr,1,llm_only
artist,umjetnik,hr,1,llm_only
lady,gospa,hr,1,llm_only
sock,čarapa,hr,1,llm_only
crowd,gužva,hr,1,llm_only
to explore,istražiti,hr,1,llm_only
mirror,ogledalo,hr,1,llm_only
repairman,majstor,hr,1,llm_only
to swim,plivati,hr,1,llm_only
confirmation,potvrda,hr,1,llm_only
to practice,vježbati,hr,1,llm_only
cardigan,vesta,hr,1,llm_only
thirty,trideset,hr,1,llm_only
manager,menadžer,hr,1,llm_only
manager,menadžerica,hr,0,llm_only
unhappy,nesretan,hr,1,llm_only
tragedy,tragedija,hr,1,llm_only
pencil,olovka,hr,1,llm_only
dessert,desert,hr,1,llm_only
actress,glumica,hr,1,llm_only
last year,lani,hr,1,llm_only
excursion,izlet,hr,1,llm_only
surgeon,kirurg,hr,1,llm_only
panties,gaćice,hr,1,llm_only
shopping,kupovanje,hr,1,llm_only
shopping,kupovina,hr,0,llm_only
weather,vremenski,hr,1,llm_only
shower,tuš,hr,1,llm_only
cook,kuhar,hr,1,llm_only
cook,kuharica,hr,0,llm_only
reading,čitanje,hr,1,llm_only
to paint,slikati,hr,1,llm_only
to participate,sudjelovati,hr,1,llm_only
sauce,umak,hr,1,llm_only
Chinese,kineski,hr,1,llm_only
Chinese,Kinez,hr,0,llm_only
Chinese,Kineskinja,hr,0,llm_only
twelve,dvanaest,hr,1,llm_only
attentive,pažljiv,hr,1,llm_only
fruit,voće,hr,1,llm_only
fruit,voćni,hr,0,llm_only
strictly,strogo,hr,1,llm_only
fifty,pedeset,hr,1,llm_only
to discuss,raspravljati,hr,1,llm_only
honey,med,hr,1,llm_only
greeting card,čestitka,hr,1,llm_only
Spanish,španjolski,hr,1,llm_only
traffic,promet,hr,1,llm_only
laptop,laptop,hr,1,llm_only
disc,disk,hr,1,llm_only
homework,zadaća,hr,1,llm_only
fan,obožavatelj,hr,1,llm_only
closed,zatvoren,hr,1,llm_only
to pull,vući,hr,1,llm_only
waiter,konobar,hr,1,llm_only
salad,salata,hr,1,llm_only
to flow,teći,hr,1,llm_only
widow,udovica,hr,1,llm_only
pillow,jastuk,hr,1,llm_only
in the south,južno,hr,1,llm_only
spring,proljeće,hr,1,llm_only
flower,cvijet,hr,1,llm_only
grandson,unuk,hr,1,llm_only
stay,boravak,hr,1,llm_only
carpet,tepih,hr,1,llm_only
steak,odrezak,hr,1,llm_only
whale,kit,hr,1,llm_only
writing,pisanje,hr,1,llm_only
object,objekt,hr,1,llm_only
to delight,oduševiti,hr,1,llm_only
exact,točan,hr,1,llm_only
statue,kip,hr,1,llm_only
grammatical gender,rod,hr,1,llm_only
British,britanski,hr,1,llm_only
September,rujan,hr,1,llm_only
communication,komunikacija,hr,1,llm_only
communication,komunikacijski,hr,0,llm_only
fifteen,petnaest,hr,1,llm_only
piano,klavir,hr,1,llm_only
journal,časopis,hr,1,llm_only
nail,nokat,hr,1,llm_only
clerk,službenica,hr,1,llm_only
clerk,službenik,hr,0,llm_only
playing,igranje,hr,1,llm_only
course,tečaj,hr,1,llm_only
learning,učenje,hr,1,llm_only
pancake,palačinka,hr,1,llm_only
cocktail,koktel,hr,1,llm_only
theater,kazalište,hr,1,llm_only
movement,kretanje,hr,1,llm_only
entrance ticket,ulaznica,hr,1,llm_only
someone else's,tuđ,hr,1,llm_only
euro,euro,hr,1,llm_only
to organize,organizirati,hr,1,llm_only
equipment,pribor,hr,1,llm_only
addition,dodatak,hr,1,llm_only
to test,testirati,hr,1,llm_only
microphone,mikrofon,hr,1,llm_only
tie,kravata,hr,1,llm_only
total,ukupno,hr,1,llm_only
occupation,zanimanje,hr,1,llm_only
homemade,domaći,hr,1,llm_only
present,prisutan,hr,1,llm_only
plate,tanjur,hr,1,llm_only
on foot,pješice,hr,1,llm_only
guitar,gitara,hr,1,llm_only
elevator,lift,hr,1,llm_only
potato,krumpir,hr,1,llm_only
vegetables,povrće,hr,1,llm_only
furniture,namještaj,hr,1,llm_only
to take out,vaditi,hr,1,llm_only
warm,topao,hr,1,llm_only
butter,maslac,hr,1,llm_only
China,Kina,hr,1,llm_only
Wednesday,srijeda,hr,1,llm_only
small thing,sitnica,hr,1,llm_only
Frenchman,Francuz,hr,1,llm_only
festival,festival,hr,1,llm_only
salesman,prodavač,hr,1,llm_only
hall,dvorana,hr,1,llm_only
towel,ručnik,hr,1,llm_only
to have dinner,večerati,hr,1,llm_only
curious,znatiželjan,hr,1,llm_only
thirsty,žedan,hr,1,llm_only
united,sjedinjen,hr,1,llm_only
April,travanj,hr,1,llm_only
opera,opera,hr,1,llm_only
to light,paliti,hr,1,llm_only
northern,sjeverni,hr,1,llm_only
atmosphere,atmosfera,hr,1,llm_only
Iraq,Irak,hr,1,llm_only
Croatian,hrvatski,hr,1,llm_only
toast,tost,hr,1,llm_only
July,srpanj,hr,1,llm_only
flag,zastava,hr,1,llm_only
bright,svijetao,hr,1,llm_only
salon,salon,hr,1,llm_only
library,knjižnica,hr,1,llm_only
sports,sportski,hr,1,llm_only
popular,popularan,hr,1,llm_only
Japanese,japanski,hr,1,llm_only
Japanese,Japanac,hr,0,llm_only
Japanese,Japanka,hr,0,llm_only
positive,pozitivan,hr,1,llm_only
socializing,druženje,hr,1,llm_only
parking lot,parkiralište,hr,1,llm_only
curtain,zavjesa,hr,1,llm_only
small cabinet,ormarić,hr,1,llm_only
passport,putovnica,hr,1,llm_only
ending,nastavak,hr,1,llm_only
ending,završetak,hr,0,llm_only
engineer,inženjer,hr,1,llm_only
engineer,inženjerka,hr,0,llm_only
frame,okvir,hr,1,llm_only
uniform,uniforma,hr,1,llm_only
dad's,tatin,hr,1,llm_only
buyer,kupac,hr,1,llm_only
founded,osnovan,hr,1,llm_only
slow,spor,hr,1,llm_only
drama,drama,hr,1,llm_only
eleven,jedanaest,hr,1,llm_only
fresh,svjež,hr,1,llm_only
bra,grudnjak,hr,1,llm_only
hard,tvrd,hr,1,llm_only
luggage,prtljaga,hr,1,llm_only
balloon,balon,hr,1,llm_only
director,redatelj,hr,1,llm_only
director,redateljica,hr,0,llm_only
Briton,Britanac,hr,1,llm_only
Briton,Britanka,hr,0,llm_only
photographer,fotograf,hr,1,llm_only
to express,izraziti,hr,1,llm_only
to express,izražavati,hr,0,llm_only
revolution,revolucija,hr,1,llm_only
to be silent,šutjeti,hr,1,llm_only
June,lipanj,hr,1,llm_only
fantastic,fantastičan,hr,1,llm_only
Russia,Rusija,hr,1,llm_only
cheerful,veseo,hr,1,llm_only
chips,čips,hr,1,llm_only
TV set,televizor,hr,1,llm_only
yellow,žut,hr,1,llm_only
Italian,Talijan,hr,1,llm_only
Italian,Talijanka,hr,0,llm_only
Italian,talijanski,hr,0,llm_only
children's,dječji,hr,1,llm_only
aloud,naglas,hr,1,llm_only
roommate,cimer,hr,1,llm_only
roommate,cimerica,hr,0,llm_only
March,ožujak,hr,1,llm_only
India,Indija,hr,1,llm_only
premiere,premijera,hr,1,llm_only
October,listopad,hr,1,llm_only
Italy,Italija,hr,1,llm_only
to compare,usporediti,hr,1,llm_only
adverb,prilog,hr,1,llm_only
to bake,peći,hr,1,llm_only
everything,sve,hr,1,llm_only
she,ona,hr,1,llm_only
too much,previše,hr,1,llm_only
annual,godišnji,hr,1,llm_only
correct,ispravan,hr,1,llm_only
tidy,uredan,hr,1,llm_only
singular,jednina,hr,1,llm_only
deep,dubok,hr,1,llm_only
opposite,nasuprot,hr,1,llm_only
foreign,stran,hr,1,llm_only
pumpkin,bundeva,hr,1,llm_only
Frenchwoman,Francuskinja,hr,1,llm_only
to fill,puniti,hr,1,llm_only
direct,direktan,hr,1,llm_only
direct,izravan,hr,0,llm_only
square,trg,hr,1,llm_only
portal,portal,hr,1,llm_only
equal,jednak,hr,1,llm_only
complex,složen,hr,1,llm_only
to pick,brati,hr,1,llm_only
unknown,nepoznat,hr,1,llm_only
surroundings,okolica,hr,1,llm_only
unpleasant,neugodan,hr,1,llm_only
acquaintance,poznanik,hr,1,llm_only
romantic,romantičan,hr,1,llm_only
negative,negativan,hr,1,llm_only
negative,niječan,hr,0,llm_only
eastern,istočni,hr,1,llm_only
southern,južni,hr,1,llm_only
practical,praktičan,hr,1,llm_only
national,nacionalni,hr,1,llm_only
national,narodni,hr,0,llm_only
to recommend,preporučiti,hr,1,llm_only
Hungarian,Mađar,hr,1,llm_only
Hungarian,Mađarica,hr,0,llm_only
Hungarian,mađarski,hr,0,llm_only
western,zapadni,hr,1,llm_only
brown,smeđ,hr,1,llm_only
cheap,jeftin,hr,1,llm_only
beef,govedina,hr,1,llm_only
Mexican,Meksikanac,hr,1,llm_only
Mexican,Meksikanka,hr,0,llm_only
Mexican,meksički,hr,0,llm_only
modern,moderan,hr,1,llm_only
upper,gornji,hr,1,llm_only
brilliant,genijalan,hr,1,llm_only
strict,strog,hr,1,llm_only
to phone,telefonirati,hr,1,llm_only
classic,klasičan,hr,1,llm_only
general,opći,hr,1,llm_only
purple,ljubičast,hr,1,llm_only
comfortable,udoban,hr,1,llm_only
to reserve,rezervirati,hr,1,llm_only
Greek,grčki,hr,1,llm_only
Greek,Grk,hr,0,llm_only
Greek,Grkinja,hr,0,llm_only
lamp,lampa,hr,1,llm_only
lamp,svjetiljka,hr,0,llm_only
pink,ružičast,hr,1,llm_only
gray,siv,hr,1,llm_only
souvenir,suvenir,hr,1,llm_only
sneaker,tenisica,hr,1,llm_only
armchair,fotelja,hr,1,llm_only
to count,brojiti,hr,1,llm_only
England,Engleska,hr,1,llm_only
tap,pipa,hr,1,llm_only
tap,slavina,hr,0,llm_only
to have lunch,ručati,hr,1,llm_only
marketplace,tržnica,hr,1,llm_only
delay,kašnjenje,hr,1,llm_only
France,Francuska,hr,1,llm_only
bathing place,kupalište,hr,1,llm_only
Indian,indijski,hr,1,llm_only
Indian,Indijac,hr,0,llm_only
Indian,Indijka,hr,0,llm_only
granddaughter,unuka,hr,1,llm_only
with,s,hr,1,llm_only
cave,špilja,hr,1,llm_only
holiday,blagdan,hr,1,llm_only
holiday,praznik,hr,0,llm_only
yesterday's,jučerašnji,hr,1,llm_only
Germany,Njemačka,hr,1,llm_only
thin,mršav,hr,1,llm_only
thin,tanak,hr,0,llm_only
typical,tipičan,hr,1,llm_only
academy,akademija,hr,1,llm_only
elegant,elegantan,hr,1,llm_only
tomato,rajčica,hr,1,llm_only
active,aktivan,hr,1,llm_only
saleswoman,prodavačica,hr,1,llm_only
concrete,konkretan,hr,1,llm_only
jeans,traperice,hr,1,llm_only
regret,žaljenje,hr,1,llm_only
cousin,bratić,hr,1,llm_only
cousin,sestrična,hr,0,llm_only
traditional,tradicionalan,hr,1,llm_only
Finnish,finski,hr,1,llm_only
Finn,Finac,hr,1,llm_only
Finn,Finkinja,hr,0,llm_only
pasta,tjestenina,hr,1,llm_only
spider,pauk,hr,1,llm_only
thick,gust,hr,1,llm_only
politician,političar,hr,1,llm_only
politician,političarka,hr,0,llm_only
use,upotreba,hr,1,llm_only
fashion,moda,hr,1,llm_only
fashion,modni,hr,0,llm_only
rice,riža,hr,1,llm_only
to train,trenirati,hr,1,llm_only
narrow,uzak,hr,1,llm_only
donut,krafna,hr,1,llm_only
monthly,mjesečni,hr,1,llm_only
proverb,poslovica,hr,1,llm_only
sixth,šesti,hr,1,llm_only
peasant,seljak,hr,1,llm_only
sentence,rečenica,hr,1,llm_only
sentence,rečenični,hr,0,llm_only
frequent,čest,hr,1,llm_only
sunny,sunčan,hr,1,llm_only
lazy,lijen,hr,1,llm_only
mathematics,matematika,hr,1,llm_only
singer,pjevač,hr,1,llm_only
singer,pjevačica,hr,0,llm_only
fork,vilica,hr,1,llm_only
elephant,slon,hr,1,llm_only
county,županija,hr,1,llm_only
November,studeni,hr,1,llm_only
frog,žaba,hr,1,llm_only
Canada,Kanada,hr,1,llm_only
European,europski,hr,1,llm_only
European,Europljanin,hr,0,llm_only
European,Europljanka,hr,0,llm_only
Afghanistan,Afganistan,hr,1,llm_only
Korean,korejski,hr,1,llm_only
Korean,Korejac,hr,0,llm_only
Korean,Korejka,hr,0,llm_only
teenager,tinejdžer,hr,1,llm_only
Canadian,kanadski,hr,1,llm_only
Canadian,Kanađanin,hr,0,llm_only
Canadian,Kanađanka,hr,0,llm_only
seventh,sedmi,hr,1,llm_only
delighted,oduševljen,hr,1,llm_only
candy,bombon,hr,1,llm_only
highway,autocesta,hr,1,llm_only
drawer,ladica,hr,1,llm_only
August,kolovoz,hr,1,llm_only
turkey,puretina,hr,1,llm_only
turkey,purica,hr,0,llm_only
to brush,četkati,hr,1,llm_only
to have breakfast,doručkovati,hr,1,llm_only
Spain,Španjolska,hr,1,llm_only
December,prosinac,hr,1,llm_only
shell,školjka,hr,1,llm_only
drawing,crtež,hr,1,llm_only
tourist,turist,hr,1,llm_only
corn,kukuruz,hr,1,llm_only
Scottish,škotski,hr,1,llm_only
ground floor,prizemlje,hr,1,llm_only
exhibition,izložba,hr,1,llm_only
zoological,zoološki,hr,1,llm_only
Turkish,turski,hr,1,llm_only
icy,leden,hr,1,llm_only
bicycle,bicikl,hr,1,llm_only
creative,kreativan,hr,1,llm_only
skirt,suknja,hr,1,llm_only
January,siječanj,hr,1,llm_only
mushroom,gljiva,hr,1,llm_only
ferry,trajekt,hr,1,llm_only
niece,nećakinja,hr,1,llm_only
scholarship,stipendija,hr,1,llm_only
to communicate,komunicirati,hr,1,llm_only
liter,litra,hr,1,llm_only
forty,četrdeset,hr,1,llm_only
spoon,žlica,hr,1,llm_only
orange,naranča,hr,1,llm_only
orange,narančast,hr,0,llm_only
sausage,kobasica,hr,1,llm_only
mechanic,mehaničar,hr,1,llm_only
mechanic,mehaničarka,hr,0,llm_only
independent,neovisan,hr,1,llm_only
independent,samostalan,hr,0,llm_only
to spend the summer,ljetovati,hr,1,llm_only
oven,pećnica,hr,1,llm_only
Dutch,nizozemski,hr,1,llm_only
Dutchwoman,Nizozemka,hr,1,llm_only
matching,podudaranje,hr,1,llm_only
banana,banana,hr,1,llm_only
probability,vjerojatnost,hr,1,llm_only
insect,insekt,hr,1,llm_only
Polish,poljski,hr,1,llm_only
Pole,Poljak,hr,1,llm_only
Pole,Poljakinja,hr,0,llm_only
republic,republika,hr,1,llm_only
chemical,kemijski,hr,1,llm_only
salty,slan,hr,1,llm_only
Egyptian,egipatski,hr,1,llm_only
Egyptian,Egipćanin,hr,0,llm_only
Egyptian,Egipćanka,hr,0,llm_only
February,veljača,hr,1,llm_only
doctor's office,ambulanta,hr,1,llm_only
doctor's office,ordinacija,hr,0,llm_only
baron,barun,hr,1,llm_only
suitcase,kofer,hr,1,llm_only
toilet,toaletni,hr,1,llm_only
toilet,WC,hr,0,llm_only
comic book,strip,hr,1,llm_only
to write down,zapisati,hr,1,llm_only
dentist,stomatolog,hr,1,llm_only
dentist,zubar,hr,0,llm_only
makeup,šminka,hr,1,llm_only
Swedish,švedski,hr,1,llm_only
to save,štedjeti,hr,1,llm_only
mainland,kopno,hr,1,llm_only
attic,tavan,hr,1,llm_only
shelf,polica,hr,1,llm_only
avenue,avenija,hr,1,llm_only
Swiss,Švicarac,hr,1,llm_only
Swiss,Švicarka,hr,0,llm_only
Swiss,švicarski,hr,0,llm_only
to suggest,sugerirati,hr,1,llm_only
physics,fizika,hr,1,llm_only
muffin,mafin,hr,1,llm_only
walnut,orah,hr,1,llm_only
to photograph,fotografirati,hr,1,llm_only
the day after tomorrow,prekosutra,hr,1,llm_only
the day after tomorrow,preksutra,hr,0,llm_only
summer vacation,ljetovanje,hr,1,llm_only
painter,slikar,hr,1,llm_only
painter,slikarica,hr,0,llm_only
statement,tvrdnja,hr,1,llm_only
basketball,košarka,hr,1,llm_only
lemon,limun,hr,1,llm_only
post,objava,hr,1,llm_only
post,post,hr,0,llm_only
bracelet,narukvica,hr,1,llm_only
irresponsible,neodgovoran,hr,1,llm_only
resident,stanovnik,hr,1,llm_only
official,službeni,hr,1,llm_only
ham,šunka,hr,1,llm_only
gallery,galerija,hr,1,llm_only
speaker,govornik,hr,1,llm_only
institution,ustanova,hr,1,llm_only
carrot,mrkva,hr,1,llm_only
autumn,jesen,hr,1,llm_only
eighth,osmi,hr,1,llm_only
balcony,balkon,hr,1,llm_only
hairdresser,frizer,hr,1,llm_only
hairdresser,frizerka,hr,0,llm_only
cream,krema,hr,1,llm_only
cream,vrhnje,hr,0,llm_only
dean,dekan,hr,1,llm_only
