lemma,frequency_rank,frequency_set,part_of_speech,is_function_word,first_letter_unit,last_letter_unit,is_dead_end
potražiti,1773,18,VERB,0,p,i,0
svjetlost,1774,18,NOUN,0,s,t,0
covjek,1775,18,NOUN,0,c,k,0
dosje,1776,18,NOUN,0,d,e,0
razumati,1777,18,VERB,0,r,i,0
izgraditi,1778,18,VERB,0,i,i,0
ukoliko,1779,18,SCONJ,1,u,o,0
smjestiti,1780,18,VERB,0,s,i,0
rješenje,1781,18,NOUN,0,r,e,0
svećenik,1782,18,NOUN,0,s,k,0
miss,1783,18,NOUN,0,m,s,0
zamka,1784,18,NOUN,0,z,a,0
samoubojstvo,1785,18,NOUN,0,s,o,0
potpun,1786,18,ADJ,0,p,n,0
Maggie,1787,18,NOUN,0,M,e,0
reakcija,1788,18,NOUN,0,r,a,0
zdravlje,1789,18,NOUN,0,z,e,0
tući,1790,18,VERB,0,t,i,0
lov,1791,18,NOUN,0,l,v,0
džep,1792,18,NOUN,0,dž,p,0
objašnjavati,1793,18,VERB,0,o,i,0
dućan,1794,18,NOUN,0,d,n,0
igrač,1795,18,NOUN,0,i,č,0
prepoznavati,1796,18,VERB,0,p,i,0
telefonski,1797,18,ADJ,0,t,i,0
gadno,1798,18,ADV,0,g,o,0
uistinu,1799,18,ADV,0,u,u,0
Eva,1800,18,NOUN,0,E,a,0
interes,1801,19,NOUN,0,i,s,0
glasno,1802,19,ADV,0,g,o,0
lokalan,1803,19,ADJ,0,l,n,0
jasan,1804,19,ADJ,0,j,n,0
nimalo,1805,19,ADV,0,n,o,0
glad,1806,19,NOUN,0,g,d,0
Leo,1807,19,NOUN,0,L,o,0
proizvod,1808,19,NOUN,0,p,d,0
čvrsto,1809,19,ADV,0,č,o,0
onamo,1810,19,ADV,0,o,o,0
zezati,1811,19,VERB,0,z,i,0
materijal,1812,19,NOUN,0,m,l,0
stric,1813,19,NOUN,0,s,c,0
jednostavan,1814,19,ADJ,0,j,n,0
patiti,1815,19,VERB,0,p,i,0
pretpostaviti,1816,19,VERB,0,p,i,0
lutka,1817,19,NOUN,0,l,a,0
chuck,1818,19,NOUN,0,c,k,0
uopšte,1819,19,ADV,0,u,e,0
Thomas,1820,19,NOUN,0,T,s,0
zahvalnost,1821,19,NOUN,0,z,t,0
opcija,1822,19,NOUN,0,o,a,0
udar,1823,19,NOUN,0,u,r,0
zmija,1824,19,NOUN,0,z,a,0
žica,1825,19,NOUN,0,ž,a,0
zbuniti,1826,19,ADJ,0,z,i,0
gradonačelnik,1827,19,NOUN,0,g,k,0
putnik,1828,19,NOUN,0,p,k,0
zlatan,1829,19,ADJ,0,z,n,0
ubistvo,1830,19,NOUN,0,u,o,0
hank,1831,19,NOUN,0,h,k,0
pomaknuti,1832,19,VERB,0,p,i,0
stvarati,1833,19,VERB,0,s,i,0
prsa,1834,19,NOUN,0,p,a,0
sjever,1835,19,NOUN,0,s,r,0
Helen,1836,19,NOUN,0,H,n,0
terapija,1837,19,NOUN,0,t,a,0
ponoć,1838,19,NOUN,0,p,ć,0
bijes,1839,19,NOUN,0,b,s,0
teta,1840,19,NOUN,0,t,a,0
muka,1841,19,NOUN,0,m,a,0
predmet,1842,19,NOUN,0,p,t,0
napolje,1843,19,ADV,0,n,e,0
obuka,1844,19,NOUN,0,o,a,0
smrdjeti,1845,19,VERB,0,s,i,0
sara,1846,19,NOUN,0,s,a,0
Lisa,1847,19,NOUN,0,L,a,0
prijateljstvo,1848,19,NOUN,0,p,o,0
utrka,1849,19,NOUN,0,u,a,0
Kevin,1850,19,NOUN,0,K,n,0
luđak,1851,19,NOUN,0,l,k,0
traka,1852,19,NOUN,0,t,a,0
pregled,1853,19,NOUN,0,p,d,0
Elizabeth,1854,19,NOUN,0,E,h,0
okrug,1855,19,NOUN,0,o,g,0
ministar,1856,19,NOUN,0,m,r,0
zavezati,1857,19,VERB,0,z,i,0
guma,1858,19,NOUN,0,g,a,0
hodnik,1859,19,NOUN,0,h,k,0
kurvin,1860,19,NOUN,0,k,n,0
stres,1861,19,NOUN,0,s,s,0
odnijeti,1862,19,VERB,0,o,i,0
šešir,1863,19,NOUN,0,š,r,0
nivo,1864,19,NOUN,0,n,o,0
otkako,1865,19,ADV,0,o,o,0
serija,1866,19,NOUN,0,s,a,0
svašta,1867,19,PRON,0,s,a,0
amen,1868,19,INTJ,0,a,n,0
dvorište,1869,19,NOUN,0,d,e,0
lekcija,1870,19,NOUN,0,l,a,0
Europa,1871,19,NOUN,0,E,a,0
kruh,1872,19,NOUN,0,k,h,0
Fred,1873,19,NOUN,0,F,d,0
ugao,1874,19,NOUN,0,u,o,0
mozesti,1875,19,VERB,0,m,i,0
smjena,1876,19,NOUN,0,s,a,0
ugodno,1877,19,ADV,0,u,o,0
zaposliti,1878,19,VERB,0,z,i,0
rob,1879,19,NOUN,0,r,b,0
pokvariti,1880,19,VERB,0,p,i,0
kap,1881,19,NOUN,0,k,p,0
preseliti,1882,19,VERB,0,p,i,0
bojnik,1883,19,ADV,0,b,k,0
moćan,1884,19,ADJ,0,m,n,0
prijetiti,1885,19,VERB,0,p,i,0
hraniti,1886,19,VERB,0,h,i,0
posto,1887,19,ADV,0,p,o,0
jedanput,1888,19,ADV,0,j,t,0
vreća,1889,19,NOUN,0,v,a,0
svađa,1890,19,NOUN,0,s,a,0
iznenada,1891,19,ADV,0,i,a,0
majmun,1892,19,NOUN,0,m,n,0
odatle,1893,19,ADV,0,o,e,0
kolica,1894,19,NOUN,0,k,a,0
osumnjičiti,1895,19,ADJ,0,o,i,0
učenik,1896,19,NOUN,0,u,k,0
dim,1897,19,NOUN,0,d,m,0
sklon,1898,19,ADJ,0,s,n,0
braniti,1899,19,VERB,0,b,i,0
aktivnost,1900,19,NOUN,0,a,t,0
izraz,1901,20,NOUN,0,i,z,0
lovac,1902,20,NOUN,0,l,c,0
naređenje,1903,20,NOUN,0,n,e,0
tužno,1904,20,ADV,0,t,o,0
slučajnost,1905,20,NOUN,0,s,t,0
pomociti,1906,20,VERB,0,p,i,0
vizija,1907,20,NOUN,0,v,a,0
očistiti,1908,20,VERB,0,o,i,0
ljubavnik,1909,20,NOUN,0,lj,k,0
sef,1910,20,NOUN,0,s,f,0
razmišljanje,1911,20,NOUN,0,r,e,0
radni,1912,20,ADJ,0,r,i,0
besplatno,1913,20,ADV,0,b,o,0
car,1914,20,NOUN,0,c,r,0
zdrav,1915,20,ADJ,0,z,v,0
eksplodirati,1916,20,VERB,0,e,i,0
židov,1917,20,NOUN,0,ž,v,0
snažan,1918,20,ADJ,0,s,n,0
objaviti,1919,20,VERB,0,o,i,0
temperatura,1920,20,NOUN,0,t,a,0
slaviti,1921,20,VERB,0,s,i,0
jug,1922,20,NOUN,0,j,g,0
dah,1923,20,NOUN,0,d,h,0
Emm,1924,20,NOUN,0,E,m,0
staklo,1925,20,NOUN,0,s,o,0
sličan,1926,20,ADJ,0,s,n,0
ocean,1927,20,NOUN,0,o,n,0
lanac,1928,20,NOUN,0,l,c,0
poželjeti,1929,20,VERB,0,p,i,0
ormar,1930,20,NOUN,0,o,r,0
nuditi,1931,20,VERB,0,n,i,0
Margaret,1932,20,NOUN,0,M,t,0
nisko,1933,20,ADV,0,n,o,0
zabaviti,1934,20,VERB,0,z,i,0
zabavljati,1935,20,VERB,0,z,i,0
pozornica,1936,20,NOUN,0,p,a,0
Sean,1937,20,NOUN,0,S,n,0
leći,1938,20,VERB,0,l,i,0
obući,1939,20,VERB,0,o,i,0
paket,1940,20,NOUN,0,p,t,0
dnevnik,1941,20,NOUN,0,d,k,0
zgrabiti,1942,20,VERB,0,z,i,0
snimanje,1943,20,NOUN,0,s,e,0
Dean,1944,20,NOUN,0,D,n,0
ubijanje,1945,20,NOUN,0,u,e,0
odbijati,1946,20,VERB,0,o,i,0
poljubac,1947,20,NOUN,0,p,c,0
čas,1948,20,NOUN,0,č,s,0
kilometar,1949,20,NOUN,0,k,r,0
datum,1950,20,NOUN,0,d,m,0
provjera,1951,20,NOUN,0,p,a,0
priznavati,1952,20,VERB,0,p,i,0
uzbudljiv,1953,20,ADJ,0,u,v,0
završavati,1954,20,VERB,0,z,i,0
stranac,1955,20,NOUN,0,s,c,0
košulja,1956,20,NOUN,0,k,a,0
motiv,1957,20,NOUN,0,m,v,0
brdo,1958,20,NOUN,0,b,o,0
ugodan,1959,20,ADJ,0,u,n,0
ponedjeljak,1960,20,NOUN,0,p,k,0
dovoljan,1961,20,ADJ,0,d,n,0
šampanjac,1962,20,NOUN,0,š,c,0
dvadeset,1963,20,NUM,0,d,t,0
videti,1964,20,VERB,0,v,i,0
pritvor,1965,20,NOUN,0,p,r,0
zakasniti,1966,20,VERB,0,z,i,0
ces,1967,20,X,0,c,s,0
skrenuti,1968,20,VERB,0,s,i,0
ljepota,1969,20,NOUN,0,lj,a,0
jakna,1970,20,NOUN,0,j,a,0
objašnjenje,1971,20,NOUN,0,o,e,0
kauč,1972,20,NOUN,0,k,č,0
tunel,1973,20,NOUN,0,t,l,0
prići,1974,20,VERB,0,p,i,0
predstaviti,1975,20,VERB,0,p,i,0
carstvo,1976,20,NOUN,0,c,o,0
obećajati,1977,20,VERB,0,o,i,0
poslednji,1978,20,ADJ,0,p,i,0
Laura,1979,20,NOUN,0,L,a,0
sramota,1980,20,NOUN,0,s,a,0
utjecati,1981,20,VERB,0,u,i,0
alibi,1982,20,NOUN,0,a,i,0
krasti,1983,20,VERB,0,k,i,0
staza,1984,20,NOUN,0,s,a,0
prijevoz,1985,20,NOUN,0,p,z,0
mjera,1986,20,NOUN,0,m,a,0
prostorija,1987,20,NOUN,0,p,a,0
zrakoplov,1988,20,NOUN,0,z,v,0
suza,1989,20,NOUN,0,s,a,0
ozljeda,1990,20,NOUN,0,o,a,0
pošta,1991,20,NOUN,0,p,a,0
cekaj,1992,20,INTJ,0,c,j,0
obiteljski,1993,20,ADJ,0,o,i,0
plin,1994,20,NOUN,0,p,n,0
sladoled,1995,20,NOUN,0,s,d,0
curica,1996,20,NOUN,0,c,a,0
poželiti,1997,20,VERB,0,p,i,0
faza,1998,20,NOUN,0,f,a,0
dovoditi,1999,20,VERB,0,d,i,0
porazgovarati,2000,20,VERB,0,p,i,0
pružiti,2001,21,VERB,0,p,i,0
prijedlog,2002,21,NOUN,0,p,g,0
pomoćnik,2003,21,NOUN,0,p,k,0
ikakav,2004,21,DET,0,i,v,0
stepenica,2005,21,NOUN,0,s,a,0
SAD,2006,21,PROPN,0,S,D,0
alarm,2007,21,NOUN,0,a,m,0
font,2008,21,NOUN,0,f,t,0
misao,2009,21,NOUN,0,m,o,0
ljutiti,2010,21,VERB,0,lj,i,0
čin,2011,21,NOUN,0,č,n,0
nacin,2012,21,NOUN,0,n,n,0
shvatati,2013,21,VERB,0,s,i,0
izazvati,2014,21,VERB,0,i,i,0
kuca,2015,21,NOUN,0,k,a,0
cuti,2016,21,VERB,0,c,i,0
Charlotte,2017,21,NOUN,0,C,e,0
kriti,2018,21,VERB,0,k,i,0
gaditi,2019,21,VERB,0,g,i,0
vještina,2020,21,NOUN,0,v,a,0
Meksiko,2021,21,NOUN,0,M,o,0
kraljevstvo,2022,21,NOUN,0,k,o,0
Katia,2023,21,NOUN,0,K,a,0
upravljati,2024,21,VERB,0,u,i,0
javljati,2025,21,VERB,0,j,i,0
šok,2026,21,NOUN,0,š,k,0
bas,2027,21,INTJ,0,b,s,0
kopile,2028,21,NOUN,0,k,e,0
doslovno,2029,21,ADV,0,d,o,0
smijati,2030,21,VERB,0,s,i,0
članak,2031,21,NOUN,0,č,k,0
medvjed,2032,21,NOUN,0,m,d,0
sigurnosni,2033,21,ADJ,0,s,i,0
prašina,2034,21,NOUN,0,p,a,0
agencija,2035,21,NOUN,0,a,a,0
puštati,2036,21,VERB,0,p,i,0
muzika,2037,21,NOUN,0,m,a,0
makar,2038,21,ADV,0,m,r,0
nadzor,2039,21,NOUN,0,n,r,0
naočale,2040,21,NOUN,0,n,e,0
pogodak,2041,21,NOUN,0,p,k,0
dođavola,2042,21,INTJ,0,d,a,0
stavljati,2043,21,VERB,0,s,i,0
klasa,2044,21,NOUN,0,k,a,0
kut,2045,21,NOUN,0,k,t,0
griješiti,2046,21,VERB,0,g,i,0
neznati,2047,21,VERB,0,n,i,0
rub,2048,21,NOUN,0,r,b,0
jackie,2049,21,NOUN,0,j,e,0
loviti,2050,21,VERB,0,l,i,0
provoditi,2051,21,VERB,0,p,i,0
sjebati,2052,21,ADJ,0,s,i,0
čokolada,2053,21,NOUN,0,č,a,0
kaput,2054,21,NOUN,0,k,t,0
lord,2055,21,NOUN,0,l,d,0
faliti,2056,21,VERB,0,f,i,0
pizza,2057,21,NOUN,0,p,a,0
teret,2058,21,NOUN,0,t,t,0
izlazak,2059,21,NOUN,0,i,k,0
porota,2060,21,NOUN,0,p,a,0
faks,2061,21,NOUN,0,f,s,0
predavanje,2062,21,NOUN,0,p,e,0
korist,2063,21,NOUN,0,k,t,0
pauza,2064,21,NOUN,0,p,a,0
Jamie,2065,21,NOUN,0,J,e,0
robin,2066,21,NOUN,0,r,n,0
svjetski,2067,21,ADV,0,s,i,0
stablo,2068,21,NOUN,0,s,o,0
računati,2069,21,VERB,0,r,i,0
mislisti,2070,21,VERB,0,m,i,0
glupan,2071,21,NOUN,0,g,n,0
uzrujati,2072,21,ADJ,0,u,i,0
legenda,2073,21,NOUN,0,l,a,0
odmaknuti,2074,21,VERB,0,o,i,0
kanal,2075,21,NOUN,0,k,l,0
naredba,2076,21,NOUN,0,n,a,0
uprava,2077,21,NOUN,0,u,a,0
stručnjak,2078,21,NOUN,0,s,k,0
oduzeti,2079,21,VERB,0,o,i,0
podijeliti,2080,21,VERB,0,p,i,0
blagosloviti,2081,21,VERB,0,b,i,0
kom,2082,21,NOUN,0,k,m,0
funkcionirati,2083,21,VERB,0,f,i,0
minut,2084,21,NOUN,0,m,t,0
Em,2085,21,INTJ,0,E,m,0
strast,2086,21,NOUN,0,s,t,0
stav,2087,21,NOUN,0,s,v,0
student,2088,21,NOUN,0,s,t,0
glasina,2089,21,NOUN,0,g,a,0
epizoda,2090,21,NOUN,0,e,a,0
model,2091,21,NOUN,0,m,l,0
đavol,2092,21,NOUN,0,đ,l,0
zasad,2093,21,ADV,0,z,d,0
vježba,2094,21,NOUN,0,v,a,0
mudo,2095,21,NOUN,0,m,o,0
garaža,2096,21,NOUN,0,g,a,0
prihvaćati,2097,21,VERB,0,p,i,0
pluća,2098,21,NOUN,0,p,a,0
mada,2099,21,SCONJ,1,m,a,0
uživo,2100,21,ADV,0,u,o,0
milijarda,2101,22,NOUN,0,m,a,0
sići,2102,22,VERB,0,s,i,0
bogatstvo,2103,22,NOUN,0,b,o,0
kuhati,2104,22,VERB,0,k,i,0
svijest,2105,22,NOUN,0,s,t,0
snimati,2106,22,VERB,0,s,i,0
znanstvenik,2107,22,NOUN,0,z,k,0
kul,2108,22,ADV,0,k,l,0
mmm,2109,22,INTJ,0,m,m,0
suprotno,2110,22,ADV,0,s,o,0
novost,2111,22,NOUN,0,n,t,0
potrošiti,2112,22,VERB,0,p,i,0
nauditi,2113,22,VERB,0,n,i,0
slovo,2114,22,NOUN,0,s,o,0
visost,2115,22,NOUN,0,v,t,0
novčić,2116,22,NOUN,0,n,ć,0
šifra,2117,22,NOUN,0,š,a,0
odbaciti,2118,22,VERB,0,o,i,0
cemu,2119,22,INTJ,0,c,u,0
straža,2120,22,NOUN,0,s,a,0
važno,2121,22,ADV,0,v,o,0
krava,2122,22,NOUN,0,k,a,0
utjecaj,2123,22,NOUN,0,u,j,0
koledž,2124,22,NOUN,0,k,dž,0
firma,2125,22,NOUN,0,f,a,0
sendvič,2126,22,NOUN,0,s,č,0
verzija,2127,22,NOUN,0,v,a,0
ulje,2128,22,NOUN,0,u,e,0
skup,2129,22,NOUN,0,s,p,0
guverner,2130,22,NOUN,0,g,r,0
zamalo,2131,22,ADV,0,z,o,0
jediti,2132,22,X,0,j,i,0
podsjećati,2133,22,VERB,0,p,i,0
uostalom,2134,22,ADV,0,u,m,0
štogod,2135,22,PRON,0,š,d,0
trbuh,2136,22,NOUN,0,t,h,0
dosadan,2137,22,ADJ,0,d,n,0
zamisao,2138,22,NOUN,0,z,o,0
potrajati,2139,22,VERB,0,p,i,0
slijep,2140,22,ADJ,0,s,p,0
gazda,2141,22,NOUN,0,g,a,0
spremati,2142,22,VERB,0,s,i,0
koristan,2143,22,ADJ,0,k,n,0
prigovor,2144,22,NOUN,0,p,r,0
Doci,2145,22,VERB,0,D,i,0
satnik,2146,22,NOUN,0,s,k,0
opisati,2147,22,VERB,0,o,i,0
mirisati,2148,22,VERB,0,m,i,0
kriminalac,2149,22,NOUN,0,k,c,0
beth,2150,22,NOUN,0,b,h,0
Roger,2151,22,NOUN,0,R,r,0
min,2152,22,NOUN,0,m,n,0
zabraniti,2153,22,ADJ,0,z,i,0
advokat,2154,22,NOUN,0,a,t,0
zaljubiti,2155,22,VERB,0,z,i,0
preranio,2156,22,ADV,0,p,o,0
lagano,2157,22,ADV,0,l,o,0
susjedstvo,2158,22,NOUN,0,s,o,0
cia,2159,22,NOUN,0,c,a,0
okus,2160,22,NOUN,0,o,s,0
birati,2161,22,VERB,0,b,i,0
određen,2162,22,ADJ,0,o,n,0
slabost,2163,22,NOUN,0,s,t,0
direktno,2164,22,ADV,0,d,o,0
provaliti,2165,22,VERB,0,p,i,0
izazov,2166,22,NOUN,0,i,v,0
cent,2167,22,NOUN,0,c,t,0
osobito,2168,22,ADV,0,o,o,0
širom,2169,22,ADV,0,š,m,0
miješati,2170,22,VERB,0,m,i,0
ukazivati,2171,22,VERB,0,u,i,0
ajmo,2172,22,INTJ,0,a,o,0
kamenje,2173,22,NOUN,0,k,e,0
televizija,2174,22,NOUN,0,t,a,0
pita,2175,22,NOUN,0,p,a,0
crnac,2176,22,NOUN,0,c,c,0
vic,2177,22,NOUN,0,v,c,0
smiješati,2178,22,ADJ,0,s,i,0
iznova,2179,22,ADV,0,i,a,0
tržište,2180,22,NOUN,0,t,e,0
čistiti,2181,22,VERB,0,č,i,0
otvoren,2182,22,ADJ,0,o,n,0
dnevno,2183,22,ADV,0,d,o,0
nagovoriti,2184,22,VERB,0,n,i,0
utorak,2185,22,NOUN,0,u,k,0
skupina,2186,22,NOUN,0,s,a,0
krasan,2187,22,ADJ,0,k,n,0
dužan,2188,22,ADJ,0,d,n,0
ispočetka,2189,22,ADV,0,i,a,0
podsjetiti,2190,22,VERB,0,p,i,0
junak,2191,22,NOUN,0,j,k,0
negde,2192,22,ADV,0,n,e,0
Michelle,2193,22,NOUN,0,M,e,0
svađati,2194,22,VERB,0,s,i,0
silovanje,2195,22,NOUN,0,s,e,0
prezime,2196,22,NOUN,0,p,e,0
jessica,2197,22,NOUN,0,j,a,0
ličiti,2198,22,VERB,0,l,i,0
rublje,2199,22,NOUN,0,r,e,0
pomoću,2200,22,ADP,0,p,u,0
međutim,2201,23,ADV,0,m,m,0
bum,2202,23,NOUN,0,b,m,0
četvrti,2203,23,ADJ,0,č,i,0
dokle,2204,23,ADV,0,d,e,0
igračka,2205,23,NOUN,0,i,a,0
prirodno,2206,23,ADV,0,p,o,0
sledeći,2207,23,ADJ,0,s,i,0
uvjeren,2208,23,ADJ,0,u,n,0
oprezno,2209,23,ADV,0,o,o,0
tona,2210,23,NOUN,0,t,a,0
silovati,2211,23,VERB,0,s,i,0
Amanda,2212,23,NOUN,0,A,a,0
rijetko,2213,23,ADV,0,r,o,0
kučkin,2214,23,NOUN,0,k,n,0
šupak,2215,23,NOUN,0,š,k,0
upropastiti,2216,23,VERB,0,u,i,0
bend,2217,23,NOUN,0,b,d,0
uvreda,2218,23,NOUN,0,u,a,0
doktorica,2219,23,NOUN,0,d,a,0
golf,2220,23,NOUN,0,g,f,0
Carol,2221,23,NOUN,0,C,l,0
sredina,2222,23,NOUN,0,s,a,0
identitet,2223,23,NOUN,0,i,t,0
sluga,2224,23,NOUN,0,s,a,0
priznanje,2225,23,NOUN,0,p,e,0
stijena,2226,23,NOUN,0,s,a,0
Patrick,2227,23,NOUN,0,P,k,0
porez,2228,23,NOUN,0,p,z,0
seksualan,2229,23,ADJ,0,s,n,0
CEO,2230,23,NOUN,0,C,O,0
predložiti,2231,23,VERB,0,p,i,0
izvrstan,2232,23,ADJ,0,i,n,0
Justin,2233,23,NOUN,0,J,n,0
pila,2234,23,NOUN,0,p,a,0
ukus,2235,23,NOUN,0,u,s,0
trud,2236,23,NOUN,0,t,d,0
bijesan,2237,23,ADJ,0,b,n,0
čelo,2238,23,NOUN,0,č,o,0
uhićenje,2239,23,NOUN,0,u,e,0
tehnički,2240,23,ADV,0,t,i,0
kokain,2241,23,NOUN,0,k,n,0
unaprijed,2242,23,ADV,0,u,d,0
ajme,2243,23,INTJ,0,a,e,0
incident,2244,23,NOUN,0,i,t,0
predavati,2245,23,VERB,0,p,i,0
sisa,2246,23,NOUN,0,s,a,0
Linda,2247,23,NOUN,0,L,a,0
Carrie,2248,23,NOUN,0,C,e,0
poduzeti,2249,23,VERB,0,p,i,0
kapa,2250,23,NOUN,0,k,a,0
uloviti,2251,23,VERB,0,u,i,0
podne,2252,23,NOUN,0,p,e,0
pardon,2253,23,INTJ,0,p,n,0
raspoložiti,2254,23,ADJ,0,r,i,0
fora,2255,23,NOUN,0,f,a,0
publika,2256,23,NOUN,0,p,a,0
poslužiti,2257,23,VERB,0,p,i,0
vijeće,2258,23,NOUN,0,v,e,0
muzej,2259,23,NOUN,0,m,j,0
vid,2260,23,NOUN,0,v,d,0
kisik,2261,23,NOUN,0,k,k,0
pravac,2262,23,NOUN,0,p,c,0
savjest,2263,23,NOUN,0,s,t,0
jime,2264,23,NOUN,0,j,e,0
vila,2265,23,NOUN,0,v,a,0
juha,2266,23,NOUN,0,j,a,0
madam,2267,23,NOUN,0,m,m,0
tužitelj,2268,23,NOUN,0,t,lj,0
jadno,2269,23,ADV,0,j,o,0
gurnuti,2270,23,VERB,0,g,i,0
arthur,2271,23,NOUN,0,a,r,0
truplo,2272,23,NOUN,0,t,o,0
polovica,2273,23,NOUN,0,p,a,0
toplo,2274,23,ADV,0,t,o,0
suočiti,2275,23,VERB,0,s,i,0
mušterija,2276,23,NOUN,0,m,a,0
raketa,2277,23,NOUN,0,r,a,0
pleme,2278,23,NOUN,0,p,e,0
bijelac,2279,23,NOUN,0,b,c,0
opis,2280,23,NOUN,0,o,s,0
pisac,2281,23,NOUN,0,p,c,0
bruce,2282,23,NOUN,0,b,e,0
pad,2283,23,NOUN,0,p,d,0
zaglaviti,2284,23,VERB,0,z,i,0
Frankie,2285,23,NOUN,0,F,e,0
Jordan,2286,23,NOUN,0,J,n,0
taman,2287,23,ADV,0,t,n,0
naoružati,2288,23,ADJ,0,n,i,0
čarolija,2289,23,NOUN,0,č,a,0
prekid,2290,23,NOUN,0,p,d,0
kancelarija,2291,23,NOUN,0,k,a,0
prebaciti,2292,23,VERB,0,p,i,0
stranka,2293,23,NOUN,0,s,a,0
suviše,2294,23,ADV,0,s,e,0
intervju,2295,23,NOUN,0,i,u,0
ograda,2296,23,NOUN,0,o,a,0
četvrtak,2297,23,NOUN,0,č,k,0
jabuka,2298,23,NOUN,0,j,a,0
decko,2299,23,NOUN,0,d,o,0
kriviti,2300,23,VERB,0,k,i,0
kampanja,2301,24,NOUN,0,k,a,0
reč,2302,24,NOUN,0,r,č,0
štjeti,2303,24,X,0,š,i,0
ministarstvo,2304,24,NOUN,0,m,o,0
tok,2305,24,NOUN,0,t,k,0
otpor,2306,24,NOUN,0,o,r,0
svugdje,2307,24,ADV,0,s,e,0
bacati,2308,24,VERB,0,b,i,0
proces,2309,24,NOUN,0,p,s,0
robot,2310,24,NOUN,0,r,t,0
zora,2311,24,NOUN,0,z,a,0
covjece,2312,24,INTJ,0,c,e,0
prilagoditi,2313,24,VERB,0,p,i,0
uzdah,2314,24,NOUN,0,u,h,0
propasti,2315,24,VERB,0,p,i,0
tlak,2316,24,NOUN,0,t,k,0
sačuvati,2317,24,VERB,0,s,i,0
donna,2318,24,NOUN,0,d,a,0
Nina,2319,24,NOUN,0,N,a,0
krvarenje,2320,24,NOUN,0,k,e,0
cina,2321,24,INTJ,0,c,a,0
biljka,2322,24,NOUN,0,b,a,0
nikamo,2323,24,ADV,0,n,o,0
mrdati,2324,24,X,0,m,i,0
slucaj,2325,24,NOUN,0,s,j,0
zacijelo,2326,24,ADV,0,z,o,0
naporno,2327,24,ADV,0,n,o,0
tih,2328,24,ADJ,0,t,h,0
kupaonica,2329,24,NOUN,0,k,a,0
uspomena,2330,24,NOUN,0,u,a,0
vezan,2331,24,ADJ,0,v,n,0
narediti,2332,24,VERB,0,n,i,0
drevan,2333,24,ADJ,0,d,n,0
uznemiriti,2334,24,ADJ,0,u,i,0
prevod,2335,24,NOUN,0,p,d,0
poslovan,2336,24,ADJ,0,p,n,0
otkazati,2337,24,VERB,0,o,i,0
napuniti,2338,24,VERB,0,n,i,0
današnji,2339,24,ADJ,0,d,i,0
očajan,2340,24,ADJ,0,o,n,0
ruža,2341,24,NOUN,0,r,a,0
baterija,2342,24,NOUN,0,b,a,0
kafić,2343,24,NOUN,0,k,ć,0
primati,2344,24,VERB,0,p,i,0
Afrika,2345,24,NOUN,0,A,a,0
agentica,2346,24,NOUN,0,a,a,0
bosti,2347,24,INTJ,0,b,i,0
radost,2348,24,NOUN,0,r,t,0
ustajati,2349,24,VERB,0,u,i,0
usna,2350,24,NOUN,0,u,a,0
uvjeravati,2351,24,VERB,0,u,i,0
uputa,2352,24,NOUN,0,u,a,0
zmaj,2353,24,NOUN,0,z,j,0
metal,2354,24,NOUN,0,m,l,0
spaliti,2355,24,VERB,0,s,i,0
simbol,2356,24,NOUN,0,s,l,0
koliki,2357,24,DET,0,k,i,0
svratiti,2358,24,VERB,0,s,i,0
iznevjeriti,2359,24,VERB,0,i,i,0
dopadati,2360,24,VERB,0,d,i,0
boza,2361,24,INTJ,0,b,a,0
analiza,2362,24,NOUN,0,a,a,0
Noc,2363,24,NOUN,0,N,c,0
zarobiti,2364,24,ADJ,0,z,i,0
val,2365,24,NOUN,0,v,l,0
rez,2366,24,NOUN,0,r,z,0
naročito,2367,24,ADV,0,n,o,0
helikopter,2368,24,NOUN,0,h,r,0
otmica,2369,24,NOUN,0,o,a,0
najprije,2370,24,ADV,0,n,e,0
frajer,2371,24,NOUN,0,f,r,0
kg,2372,24,NOUN,0,k,g,0
imanje,2373,24,NOUN,0,i,e,0
Catherine,2374,24,NOUN,0,C,e,0
postavljati,2375,24,VERB,0,p,i,0
doživjeti,2376,24,VERB,0,d,i,0
Angela,2377,24,NOUN,0,A,a,0
rukavica,2378,24,NOUN,0,r,a,0
privatnost,2379,24,NOUN,0,p,t,0
zajebavati,2380,24,VERB,0,z,i,0
fizički,2381,24,ADV,0,f,i,0
puls,2382,24,NOUN,0,p,s,0
dakako,2383,24,ADV,0,d,o,0
ludilo,2384,24,NOUN,0,l,o,0
organizacija,2385,24,NOUN,0,o,a,0
udaljenost,2386,24,NOUN,0,u,t,0
sličiti,2387,24,VERB,0,s,i,0
emocija,2388,24,NOUN,0,e,a,0
zvoniti,2389,24,VERB,0,z,i,0
nebesa,2390,24,NOUN,0,n,a,0
novčanik,2391,24,NOUN,0,n,k,0
naci,2392,24,INTJ,0,n,i,0
djetinjstvo,2393,24,NOUN,0,d,o,0
odrediti,2394,24,VERB,0,o,i,0
Rebecca,2395,24,NOUN,0,R,a,0
bla,2396,24,INTJ,0,b,a,0
pristajati,2397,24,VERB,0,p,i,0
uokolo,2398,24,ADV,0,u,o,0
otkriće,2399,24,NOUN,0,o,e,0
gnjaviti,2400,24,VERB,0,g,i,0
