lemma,translation,language,is_primary,provenance
ogrebotina,horzsolás,hu,0,corpus_only
ogrlica,nyaklánc,hu,1,confirmed
ogrlica,nyakláncod,hu,0,corpus_only
ogroman,hatalmas,hu,1,confirmed
ogroman,óriási,hu,0,confirmed
ogroman,gigantikus,hu,0,corpus_only
ogrtač,köpeny,hu,1,confirmed
ogrtač,köntösöm,hu,0,corpus_only
oh,ó,hu,1,confirmed
oh,oh,hu,0,corpus_only
ohladiti,lehűteni,hu,1,confirmed
ohladiti,kihűl,hu,0,corpus_only
ok,rendben,hu,1,confirmed
ok,oké,hu,0,confirmed
ok,oke,hu,0,corpus_only
okej,oké,hu,1,confirmed
okej,rendben,hu,0,confirmed
okej,okés,hu,0,corpus_only
okidač,ravasz,hu,1,confirmed
okidač,ravaszt,hu,0,corpus_only
oklop,páncél,hu,1,confirmed
oklop,páncélja,hu,0,corpus_only
oko,körülbelül,hu,1,confirmed
oko,tekeredett,hu,0,corpus_only
okolnost,körülmény,hu,1,confirmed
okolo,körül,hu,1,confirmed
okolo,rohangálnak,hu,0,corpus_only
okrenuti,megfordítani,hu,1,confirmed
okrenuti,elfordítani,hu,0,confirmed
okrenuti,fordíthatsz,hu,0,corpus_only
okretati,forgatni,hu,1,confirmed
okretati,ne,hu,0,corpus_only
okrug,kerület,hu,1,confirmed
okrug,megye,hu,0,confirmed
okrug,megyébe,hu,0,corpus_only
okrutno,kegyetlenül,hu,1,confirmed
okrutno,kegyetlenség,hu,0,corpus_only
okružiti,körülvenni,hu,1,confirmed
okružiti,körbevenni,hu,0,confirmed
okupiti,összegyűjteni,hu,1,confirmed
okupiti,csapatot,hu,0,corpus_only
okupljanje,összejövetel,hu,1,confirmed
okupljanje,összejövetelt,hu,0,corpus_only
okus,íz,hu,1,confirmed
okus,ízed,hu,0,corpus_only
okvir,keret,hu,1,confirmed
okvir,keretet,hu,0,corpus_only
olakšanje,megkönnyebbülés,hu,1,confirmed
olakšanje,megkönnyebbülést,hu,0,corpus_only
olakšati,megkönnyíteni,hu,1,confirmed
olakšati,megkönnyítem,hu,0,corpus_only
olovka,ceruza,hu,1,confirmed
olovka,tollam,hu,0,corpus_only
oluja,vihar,hu,1,confirmed
oluja,ionvihar,hu,0,corpus_only
omiljen,kedvenc,hu,1,confirmed
omiljen,népszerű,hu,0,corpus_only
on,ő,hu,1,confirmed
on,ösvényein,hu,0,corpus_only
onaj,az,hu,1,confirmed
onaj,amelyikben,hu,0,corpus_only
onako,úgy,hu,1,confirmed
onako,amilyennek,hu,0,corpus_only
onamo,oda,hu,1,confirmed
onamo,odamegyek,hu,0,corpus_only
onda,akkor,hu,1,confirmed
onda,aztan,hu,0,corpus_only
ondje,ott,hu,1,confirmed
ondje,amott,hu,0,corpus_only
onesvijestiti,elájulni,hu,1,confirmed
onesvijestiti,ájulni,hu,0,corpus_only
oni,ők,hu,1,confirmed
oni,oni,hu,0,corpus_only
online,online,hu,1,confirmed
online,városfejlesztési,hu,0,corpus_only
onoliko,annyi,hu,1,confirmed
onoliko,amennyit,hu,0,corpus_only
onuda,arra,hu,1,confirmed
onuda,arrafelé,hu,0,corpus_only
opa,hoppá,hu,1,confirmed
opa,opa,hu,0,corpus_only
opasan,veszélyes,hu,1,confirmed
opasan,közveszélyes,hu,0,corpus_only
opasno,veszélyesen,hu,1,confirmed
opasno,veszélyeset,hu,0,corpus_only
opasnost,veszély,hu,1,confirmed
opasnost,sodrod,hu,0,corpus_only
opcija,opció,hu,1,confirmed
opcija,lehetőség,hu,0,confirmed
opcija,lehetőségekből,hu,0,corpus_only
opera,opera,hu,1,confirmed
opera,operát,hu,0,corpus_only
operacija,művelet,hu,1,confirmed
operacija,operáció,hu,0,confirmed
operacija,művelete,hu,0,corpus_only
opet,megint,hu,1,confirmed
opet,újra,hu,0,confirmed
opet,lsmét,hu,0,corpus_only
opis,leírás,hu,1,confirmed
opis,leírásunk,hu,0,corpus_only
opisati,leírni,hu,1,confirmed
opisati,jellemezni,hu,0,corpus_only
opljačkati,kirabolni,hu,1,confirmed
opljačkati,kirabolja,hu,0,corpus_only
oporavak,felépülés,hu,1,confirmed
oporavak,felépülést,hu,0,corpus_only
oporaviti,felépülni,hu,1,confirmed
oporaviti,meggyógyulni,hu,0,confirmed
oporaviti,épülni,hu,0,corpus_only
oprati,mosni,hu,1,confirmed
oprati,mosnom,hu,0,corpus_only
opraštati,megbocsátani,hu,1,confirmed
oprema,felszerelés,hu,1,confirmed
oprema,felszerelésem,hu,0,corpus_only
oprezan,óvatos,hu,1,confirmed
oprezan,elővigyázatos,hu,0,corpus_only
oprezno,óvatosan,hu,1,confirmed
oprezno,vezess,hu,0,corpus_only
oprost,bocsánat,hu,1,confirmed
oprost,megbocsátásért,hu,0,corpus_only
oprostiti,megbocsátani,hu,1,confirmed
oprostiti,bocsájtom,hu,0,corpus_only
oproštaj,búcsú,hu,1,confirmed
oproštaj,megbocsátásért,hu,0,corpus_only
opsjesti,megszállni,hu,1,confirmed
opsjesti,ostromolni,hu,0,llm_only
opstanak,túlélés,hu,1,confirmed
opstanak,fennmaradás,hu,0,confirmed
opstanak,túlélése,hu,0,corpus_only
optužba,vád,hu,1,confirmed
optužba,vádaskodás,hu,0,corpus_only
optužiti,megvádolni,hu,1,confirmed
optužiti,vádolhat,hu,0,corpus_only
opustiti,ellazulni,hu,1,confirmed
opustiti,lazítanod,hu,0,corpus_only
opustjeti,elnéptelenedni,hu,1,llm_only
orao,sas,hu,1,confirmed
orao,eagle,hu,0,corpus_only
organizacija,szervezet,hu,1,confirmed
organizacija,szervezetünk,hu,0,corpus_only
organizirati,szervezni,hu,1,confirmed
organizirati,megszervezni,hu,0,corpus_only
ormar,szekrény,hu,1,confirmed
ormar,gardróbba,hu,0,corpus_only
ormarić,szekrény,hu,1,confirmed
ormarić,szekrényét,hu,0,corpus_only
ortak,haver,hu,1,confirmed
ortak,haverod,hu,0,corpus_only
oružje,fegyver,hu,1,confirmed
oružje,fegyverként,hu,0,corpus_only
osam,nyolc,hu,1,confirmed
osam,nyolcszor,hu,0,corpus_only
oscar,oscar,hu,1,corpus_only
osećaj,érzés,hu,1,confirmed
osećaj,érzésem,hu,0,corpus_only
osećati,érezni,hu,1,confirmed
osećati,jobban,hu,0,corpus_only
osiguranje,biztosítás,hu,1,confirmed
osiguranje,egészségbiztosítást,hu,0,corpus_only
osigurati,biztosítani,hu,1,confirmed
osigurati,biztosítanunk,hu,0,corpus_only
osim,kivéve,hu,1,confirmed
osim,kivételével,hu,0,corpus_only
osjecati,érezni,hu,1,confirmed
osjecati,jobban,hu,0,corpus_only
osjetiti,érezni,hu,1,confirmed
osjetiti,melegét,hu,0,corpus_only
osjetljiv,érzékeny,hu,1,confirmed
osjetljiv,érzékenyen,hu,0,corpus_only
osjećaj,érzés,hu,1,confirmed
osjećaj,érzésem,hu,0,corpus_only
osjećanje,érzés,hu,1,confirmed
osjećati,érezni,hu,1,confirmed
osjećati,éreznem,hu,0,corpus_only
osloboditi,felszabadítani,hu,1,confirmed
osloboditi,felszabadít,hu,0,corpus_only
osmijeh,mosoly,hu,1,confirmed
osmijeh,mosolyod,hu,0,corpus_only
osnova,alap,hu,1,confirmed
osnova,alapja,hu,0,corpus_only
osnovan,megalapozott,hu,1,confirmed
osnovan,alapított,hu,0,confirmed
osnovan,alapították,hu,0,corpus_only
osoba,személy,hu,1,confirmed
osoba,egyvalaki,hu,0,corpus_only
osoban,személyes,hu,1,confirmed
osobito,különösen,hu,1,confirmed
osobito,gyakorlatában,hu,0,corpus_only
osoblje,személyzet,hu,1,confirmed
osoblje,személyzetem,hu,0,corpus_only
osobno,személyesen,hu,1,confirmed
osobno,személyeskedés,hu,0,corpus_only
ostajati,maradni,hu,1,confirmed
ostajati,ne,hu,0,corpus_only
ostali,többi,hu,1,confirmed
ostali,egyéb,hu,0,confirmed
ostali,többiek,hu,0,corpus_only
ostatak,maradék,hu,1,confirmed
ostatak,visszajárót,hu,0,corpus_only
ostati,maradni,hu,1,confirmed
ostati,maradhatok,hu,0,corpus_only
ostaviti,hagyni,hu,1,confirmed
ostaviti,hagyhattok,hu,0,corpus_only
ostavka,lemondás,hu,1,confirmed
ostavljati,hagyni,hu,1,confirmed
ostavljati,hagyj,hu,0,corpus_only
ostvariti,megvalósítani,hu,1,confirmed
ostvariti,valóra,hu,0,corpus_only
osuditi,elítélni,hu,1,confirmed
osuditi,elmarasztalni,hu,0,llm_only
osuditi,ítélni,hu,0,corpus_only
osumnjičiti,meggyanúsítani,hu,1,llm_only
osumnjičiti,gyanúba keverni,hu,0,confirmed
osveta,bosszú,hu,1,confirmed
osveta,bosszúja,hu,0,corpus_only
osvetiti,megbosszulni,hu,1,confirmed
osvetiti,megbosszulom,hu,0,corpus_only
osvojiti,megnyerni,hu,1,confirmed
osvojiti,meghódítani,hu,0,confirmed
osvojiti,hódítani,hu,0,corpus_only
otac,apa,hu,1,confirmed
otac,atyátok,hu,0,corpus_only
oteti,elrabolni,hu,1,confirmed
oteti,elrabolja,hu,0,corpus_only
otici,elmenni,hu,1,confirmed
otici,elmehetnénk,hu,0,corpus_only
otisak,lenyomat,hu,1,confirmed
otisak,cipőnyom,hu,0,corpus_only
otisati,elmenni,hu,1,llm_only
otići,elmenni,hu,1,confirmed
otići,távozniuk,hu,0,corpus_only
otkad,mióta,hu,1,confirmed
otkad,amióta,hu,0,corpus_only
otkada,mióta,hu,1,confirmed
otkada,amióta,hu,0,corpus_only
otkako,amióta,hu,1,confirmed
otkako,mióta,hu,0,corpus_only
otkaz,felmondás,hu,1,confirmed
otkaz,felmondtál,hu,0,corpus_only
otkazati,lemondani,hu,1,confirmed
otkazati,lemondhatom,hu,0,corpus_only
otkriti,felfedezni,hu,1,confirmed
otkriti,felfedni,hu,0,corpus_only
otkrivati,felfedezni,hu,1,confirmed
otkriće,felfedezés,hu,1,confirmed
otkriće,felfedezését,hu,0,corpus_only
otkud,honnan,hu,1,confirmed
otkud,faszból,hu,0,corpus_only
otkuda,honnan,hu,1,confirmed
otkuda,szerezted,hu,0,corpus_only
otmica,emberrablás,hu,1,confirmed
otmica,gyerekrablás,hu,0,corpus_only
otok,sziget,hu,1,confirmed
otok,szigetem,hu,0,corpus_only
otpad,hulladék,hu,1,confirmed
otpad,hulladékot,hu,0,corpus_only
otpadati,leesni,hu,1,llm_only
otpor,ellenállás,hu,1,confirmed
otpor,ellenállásba,hu,0,corpus_only
otprilike,körülbelül,hu,1,confirmed
otprilike,hozzávetőleg,hu,0,corpus_only
otpust,elbocsátás,hu,1,confirmed
otpust,oszolj,hu,0,corpus_only
otpustiti,elbocsátani,hu,1,confirmed
otpustiti,kiengedni,hu,0,confirmed
otpustiti,rúghatod,hu,0,corpus_only
otraga,hátul,hu,1,confirmed
otraga,hátulról,hu,0,corpus_only
otrov,méreg,hu,1,confirmed
otrov,patkányméreg,hu,0,corpus_only
otvaranje,megnyitás,hu,1,confirmed
otvaranje,megnyitójára,hu,0,corpus_only
otvarati,nyitni,hu,1,confirmed
otvarati,kinyitni,hu,0,corpus_only
otvor,nyílás,hu,1,confirmed
otvor,liftaknába,hu,0,corpus_only
otvoren,nyitott,hu,1,confirmed
otvoren,nyitottnak,hu,0,corpus_only
otvoriti,kinyitni,hu,1,confirmed
otvoriti,kinyithatjuk,hu,0,corpus_only
ovaj,ez,hu,1,confirmed
ovaj,ezúttal,hu,0,corpus_only
ovakav,ilyen,hu,1,confirmed
ovakav,ilyennek,hu,0,corpus_only
ovako,így,hu,1,confirmed
ovako,hálálod,hu,0,corpus_only
ovamo,ide,hu,1,confirmed
ovamo,idefele,hu,0,corpus_only
ovca,birka,hu,1,confirmed
ovca,báránya,hu,0,corpus_only
ovde,itt,hu,1,confirmed
ovde,reménnyel,hu,0,corpus_only
ovdje,itt,hu,1,confirmed
ovdje,forrásotok,hu,0,corpus_only
ovisiti,függeni,hu,1,confirmed
ovisiti,függ,hu,0,corpus_only
ovisnik,függő,hu,1,confirmed
ovisnik,heroinfüggő,hu,0,corpus_only
ovlast,felhatalmazás,hu,1,confirmed
ovoliko,ennyi,hu,1,confirmed
ovoliko,ekkora,hu,0,corpus_only
ovuda,erre,hu,1,confirmed
ovuda,parancsoljanak,hu,0,corpus_only
ozbiljan,komoly,hu,1,confirmed
ozbiljan,komolynak,hu,0,corpus_only
ozbiljno,komolyan,hu,1,confirmed
ozbiljno,komolynak,hu,0,corpus_only
ozlijediti,megsebesíteni,hu,1,confirmed
ozlijediti,bánts,hu,0,corpus_only
ozljeda,sérülés,hu,1,confirmed
ozljeda,fejsérülés,hu,0,corpus_only
oznaka,jelölés,hu,1,confirmed
oznaka,címke,hu,0,corpus_only
očajan,kétségbeesett,hu,1,confirmed
očajan,kétségbeesettnek,hu,0,corpus_only
očajnički,kétségbeesetten,hu,1,confirmed
očajnički,elkeseredetten,hu,0,corpus_only
očekivanje,elvárás,hu,1,confirmed
očekivati,várni,hu,1,confirmed
očekivati,elvárni,hu,0,confirmed
očekivati,várhatod,hu,0,corpus_only
očigledno,nyilvánvalóan,hu,1,confirmed
očigledno,nyílvánvaló,hu,0,corpus_only
očistiti,megtisztítani,hu,1,confirmed
očistiti,kitakarítani,hu,0,confirmed
očistiti,tisztítanom,hu,0,corpus_only
očito,nyilván,hu,1,confirmed
očito,nyilvánvalóan,hu,0,confirmed
očito,nyílvánvalóan,hu,0,corpus_only
oštetiti,megrongálni,hu,1,confirmed
oštetiti,károsítani,hu,0,confirmed
oštetiti,kárt,hu,0,corpus_only
oštećenje,károsodás,hu,1,confirmed
oštećenje,agykárosodása,hu,0,corpus_only
oštro,élesen,hu,1,confirmed
oštro,éles,hu,0,corpus_only
oženiti,megnősülni,hu,1,confirmed
oženiti,nősülni,hu,0,corpus_only
ožiljak,heg,hu,1,confirmed
ožiljak,heget,hu,0,corpus_only
ožujak,március,hu,1,confirmed
pacijent,páciens,hu,1,confirmed
pacijent,beteg,hu,0,confirmed
pacijent,beteged,hu,0,corpus_only
pad,esés,hu,1,confirmed
pad,bukás,hu,0,confirmed
pad,zuhanást,hu,0,corpus_only
padati,esni,hu,1,confirmed
padati,havazni,hu,0,corpus_only
pakao,pokol,hu,1,confirmed
pakao,poklon,hu,0,corpus_only
paket,csomag,hu,1,confirmed
paket,csomagért,hu,0,corpus_only
palac,hüvelykujj,hu,1,confirmed
palac,hüvelykujjam,hu,0,corpus_only
palačinka,palacsinta,hu,1,confirmed
paliti,gyújtani,hu,1,confirmed
paliti,tüzet,hu,0,corpus_only
paljba,tűz,hu,1,confirmed
paljba,tüzet,hu,0,corpus_only
paluba,fedélzet,hu,1,confirmed
paluba,szint,hu,0,corpus_only
pamet,ész,hu,1,confirmed
pamet,agyamon,hu,0,corpus_only
pametan,okos,hu,1,confirmed
pametan,okosnak,hu,0,corpus_only
pametno,okosan,hu,1,confirmed
pametno,okosat,hu,0,corpus_only
pamtiti,emlékezni,hu,1,confirmed
pamtiti,megjegyezni,hu,0,confirmed
pamtiti,örökké,hu,0,corpus_only
pamćenje,emlékezet,hu,1,confirmed
pamćenje,fotografikus,hu,0,corpus_only
panika,pánik,hu,1,confirmed
panika,bepánikoltam,hu,0,corpus_only
papa,pápa,hu,1,confirmed
papa,tőrpapa,hu,0,corpus_only
papir,papír,hu,1,confirmed
papir,vécépapírt,hu,0,corpus_only
par,pár,hu,1,confirmed
par,párocska,hu,0,corpus_only
para,pénz,hu,1,confirmed
para,gőz,hu,0,corpus_only
pardon,bocsánat,hu,1,confirmed
pardon,pardon,hu,0,corpus_only
parfem,parfüm,hu,1,confirmed
parfem,parfümöm,hu,0,corpus_only
park,park,hu,1,confirmed
park,slope,hu,0,corpus_only
parking,parkolás,hu,1,confirmed
parking,parkolóhelyet,hu,0,corpus_only
parkiralište,parkoló,hu,1,confirmed
parkiralište,parkolóba,hu,0,corpus_only
partner,partner,hu,1,confirmed
partner,üzlettársad,hu,0,corpus_only
pas,kutya,hu,1,confirmed
pas,tigriscápa,hu,0,corpus_only
pasti,esni,hu,1,confirmed
pasti,elesni,hu,0,corpus_only
patiti,szenvedni,hu,1,confirmed
patiti,szenvednie,hu,0,corpus_only
patka,kacsa,hu,1,confirmed
patka,kacsát,hu,0,corpus_only
patnja,szenvedés,hu,1,confirmed
patnja,szenvedésed,hu,0,corpus_only
pauza,szünet,hu,1,confirmed
pauza,kávészünet,hu,0,corpus_only
paziti,vigyázni,hu,1,confirmed
paziti,vigyáznom,hu,0,corpus_only
pažljiv,óvatos,hu,1,confirmed
pažljiv,figyelmes,hu,0,confirmed
pažljiv,óvatosnak,hu,0,corpus_only
pažljivo,figyelmesen,hu,1,confirmed
pažljivo,óvatosan,hu,0,confirmed
pažljivo,gondosan,hu,0,corpus_only
pažnja,figyelem,hu,1,confirmed
pažnja,vásárlók,hu,0,corpus_only
pecanje,horgászás,hu,1,confirmed
pecanje,pecázni,hu,0,corpus_only
peder,buzi,hu,1,confirmed
peder,buzinak,hu,0,corpus_only
pedeset,ötven,hu,1,confirmed
pedeset,ötvenet,hu,0,corpus_only
pelena,pelenka,hu,1,confirmed
pelena,pelenkát,hu,0,corpus_only
penis,pénisz,hu,1,confirmed
penis,péniszemet,hu,0,corpus_only
pepeo,hamu,hu,1,confirmed
pepeo,hamvaimat,hu,0,corpus_only
period,időszak,hu,1,confirmed
period,lappangási,hu,0,corpus_only
pet,öt,hu,1,confirmed
pet,ötben,hu,0,corpus_only
petak,péntek,hu,1,confirmed
petak,pénteken,hu,0,corpus_only
peti,ötödik,hu,1,confirmed
peti,ötödjére,hu,0,corpus_only
petnaest,tizenöt,hu,1,confirmed
petnaest,háromnegyed,hu,0,corpus_only
peći,sütni,hu,1,confirmed
peći,égetni,hu,0,confirmed
peći,csípni,hu,0,corpus_only
pečat,pecsét,hu,1,confirmed
pečat,pecsétet,hu,0,corpus_only
pica,punci,hu,1,confirmed
pica,pizza,hu,0,corpus_only
pijan,részeg,hu,1,confirmed
pijan,részegen,hu,0,corpus_only
pijesak,homok,hu,1,confirmed
pijesak,futóhomok,hu,0,corpus_only
pila,fűrész,hu,1,confirmed
pila,láncfűrész,hu,0,corpus_only
piletina,csirkehús,hu,1,confirmed
piletina,csirke,hu,0,corpus_only
piliti,fűrészelni,hu,1,confirmed
pilot,pilóta,hu,1,confirmed
pilot,vadászpilóta,hu,0,corpus_only
pilula,pirula,hu,1,confirmed
pilula,tabletta,hu,0,confirmed
pilula,pirulát,hu,0,corpus_only
pisac,író,hu,1,confirmed
pisac,íróként,hu,0,corpus_only
pisanje,írás,hu,1,confirmed
pisanje,íráshoz,hu,0,corpus_only
pisati,írni,hu,1,confirmed
pisati,írhatsz,hu,0,corpus_only
pismo,levél,hu,1,confirmed
pismo,levelemet,hu,0,corpus_only
pita,pite,hu,1,confirmed
pita,kérdezgeti,hu,0,corpus_only
pitanje,kérdés,hu,1,confirmed
pitanje,beugratós,hu,0,corpus_only
pitati,kérdezni,hu,1,confirmed
pitati,megkérdezhetjük,hu,0,corpus_only
piti,inni,hu,1,confirmed
piti,ivást,hu,0,corpus_only
pivo,sör,hu,1,confirmed
pivo,söröztem,hu,0,corpus_only
pizza,pizza,hu,1,confirmed
pizza,pizzás,hu,0,corpus_only
piće,ital,hu,1,confirmed
piće,italodat,hu,0,corpus_only
pišati,pisilni,hu,1,confirmed
pišati,pisálnom,hu,0,corpus_only
pištolj,pisztoly,hu,1,confirmed
pištolj,pisztoiyt,hu,0,corpus_only
pjesma,dal,hu,1,confirmed
pjesma,vers,hu,0,confirmed
pjesma,dala,hu,0,corpus_only
pjevati,énekelni,hu,1,confirmed
pjevati,énekelnem,hu,0,corpus_only
pješice,gyalog,hu,1,confirmed
pješice,gyalogosan,hu,0,corpus_only
plakati,sírni,hu,1,confirmed
plakati,sírást,hu,0,corpus_only
plamen,láng,hu,1,confirmed
plamen,lángot,hu,0,corpus_only
plan,terv,hu,1,confirmed
plan,tervre,hu,0,corpus_only
planet,bolygó,hu,1,confirmed
planet,planetet,hu,0,corpus_only
planina,hegy,hu,1,confirmed
planina,hegyeken,hu,0,corpus_only
planirati,tervezni,hu,1,confirmed
planirati,megtervezni,hu,0,corpus_only
plata,fizetés,hu,1,confirmed
platiti,fizetni,hu,1,confirmed
platiti,fizetnie,hu,0,corpus_only
plav,kék,hu,1,confirmed
plav,szőke,hu,0,confirmed
plavuša,szőke,hu,1,confirmed
plavuša,szöszi,hu,0,corpus_only
plaća,fizetés,hu,1,confirmed
plaća,fizeti,hu,0,corpus_only
plaćati,fizetni,hu,1,confirmed
plaćati,lakbért,hu,0,corpus_only
plašiti,ijeszteni,hu,1,confirmed
plašiti,megijeszteni,hu,0,corpus_only
plaža,strand,hu,1,confirmed
plaža,tengerpart,hu,0,confirmed
plaža,part,hu,0,corpus_only
pleme,törzs,hu,1,confirmed
pleme,törzsed,hu,0,corpus_only
ples,tánc,hu,1,confirmed
ples,táncestre,hu,0,corpus_only
plesati,táncolni,hu,1,confirmed
plesati,táncolnunk,hu,0,corpus_only
plijen,zsákmány,hu,1,confirmed
plijen,prédát,hu,0,corpus_only
plin,gáz,hu,1,confirmed
plin,gázszagot,hu,0,corpus_only
plivati,úszni,hu,1,confirmed
plivati,úsznunk,hu,0,corpus_only
pljačka,rablás,hu,1,confirmed
pljačka,rablásnak,hu,0,corpus_only
pljesak,taps,hu,1,confirmed
pljesak,tapsolják,hu,0,corpus_only
ploča,tábla,hu,1,confirmed
ploča,lemez,hu,0,confirmed
ploča,alaplap,hu,0,corpus_only
plus,plusz,hu,1,confirmed
plus,plus,hu,0,corpus_only
pluća,tüdő,hu,1,confirmed
pluća,tüdőrákban,hu,0,corpus_only
po,szerint,hu,1,confirmed
po,léghajlítót,hu,0,corpus_only
poanta,lényeg,hu,1,confirmed
poanta,lényege,hu,0,corpus_only
pobijediti,győzni,hu,1,confirmed
pobijediti,legyőzni,hu,0,confirmed
pobijediti,győzhetsz,hu,0,corpus_only
pobiti,megölni,hu,1,confirmed
pobiti,megcáfolni,hu,0,confirmed
pobiti,megölök,hu,0,corpus_only
pobjeda,győzelem,hu,1,confirmed
pobjeda,győzelmünk,hu,0,corpus_only
pobjednik,győztes,hu,1,confirmed
pobjednik,győztesé,hu,0,corpus_only
pobjeći,elmenekülni,hu,1,confirmed
pobjeći,megszökni,hu,0,confirmed
pobjeći,szöknünk,hu,0,corpus_only
pobjeđivati,győzni,hu,1,confirmed
pobjeđivati,nyerni,hu,0,corpus_only
pobogu,az isten szerelmére,hu,1,llm_only
pobogu,szerelmére,hu,0,corpus_only
pobrinuti,gondoskodni,hu,1,confirmed
pobrinuti,gondoskodnunk,hu,0,corpus_only
pod,alatt,hu,1,confirmed
pod,feltétellel,hu,0,corpus_only
podalje,távolabb,hu,1,confirmed
podalje,távol,hu,0,corpus_only
podatak,adat,hu,1,confirmed
podatak,információ,hu,0,corpus_only
podignuti,felemelni,hu,1,confirmed
podignuti,emelni,hu,0,corpus_only
podijeliti,megosztani,hu,1,confirmed
podijeliti,felosztani,hu,0,confirmed
podijeliti,megoszthatom,hu,0,corpus_only
podići,felemelni,hu,1,confirmed
podići,megemelni,hu,0,corpus_only
podne,dél,hu,1,confirmed
podne,délben,hu,0,corpus_only
podnijeti,elviselni,hu,1,confirmed
podnijeti,benyújtani,hu,0,confirmed
podnijeti,állhatom,hu,0,corpus_only
podnositi,elviselni,hu,1,confirmed
podnositi,benyújtani,hu,0,llm_only
podnositi,bírom,hu,0,corpus_only
podrum,pince,hu,1,confirmed
podrum,alagsora,hu,0,corpus_only
područje,terület,hu,1,confirmed
područje,területet,hu,0,corpus_only
podrška,támogatás,hu,1,confirmed
podrška,támogatásod,hu,0,corpus_only
podržati,támogatni,hu,1,confirmed
podržati,támogatlak,hu,0,corpus_only
podsjetiti,emlékeztetni,hu,1,confirmed
podsjetiti,emlékeztetnem,hu,0,corpus_only
podsjećati,emlékeztetni,hu,1,confirmed
podsjećati,emlékeztetned,hu,0,corpus_only
poduzeti,vállalni,hu,1,confirmed
poduzeti,óvintézkedést,hu,0,corpus_only
poginuti,meghalni,hu,1,confirmed
poginuti,megöleted,hu,0,corpus_only
poglavlje,fejezet,hu,1,confirmed
poglavlje,fejezetet,hu,0,corpus_only
pogled,pillantás,hu,1,confirmed
pogled,kilátás,hu,0,confirmed
pogled,nézést,hu,0,corpus_only
pogledati,megnézni,hu,1,confirmed
pogledati,belenézhetek,hu,0,corpus_only
pogodak,találat,hu,1,confirmed
pogodak,gól,hu,0,confirmed
pogodak,telitalálat,hu,0,corpus_only
pogoditi,eltalálni,hu,1,confirmed
pogoditi,kitalálni,hu,0,confirmed
pogoditi,találnád,hu,0,corpus_only
pogon,hajtás,hu,1,confirmed
pogon,üzem,hu,0,confirmed
pogon,impulzushajtómű,hu,0,corpus_only
pogotovo,főleg,hu,1,confirmed
pogotovo,különösen,hu,0,confirmed
pogotovo,kiváltképp,hu,0,corpus_only
pogreb,temetés,hu,1,confirmed
pogreb,temetését,hu,0,corpus_only
pogrešan,hibás,hu,1,confirmed
pogrešan,téves,hu,0,confirmed
pogrešan,mozdulat,hu,0,corpus_only
pogreška,hiba,hu,1,confirmed
pogreška,tévedés,hu,0,corpus_only
pogrešno,rosszul,hu,1,confirmed
pogrešno,félreismertelek,hu,0,corpus_only
pogriješiti,hibázni,hu,1,confirmed
pogriješiti,elkövetni,hu,0,corpus_only
poirot,poirot,hu,1,corpus_only
pojam,fogalom,hu,1,confirmed
pojam,időérzékemet,hu,0,corpus_only
pojas,öv,hu,1,confirmed
pojas,feketeöves,hu,0,corpus_only
pojava,jelenség,hu,1,confirmed
pojava,mellékhatása,hu,0,corpus_only
pojaviti,megjelenni,hu,1,confirmed
pojaviti,felbukkanni,hu,0,corpus_only
pojavljivati,megjelenni,hu,1,confirmed
pojačanje,erősítés,hu,1,confirmed
pojačanje,erősítést,hu,0,corpus_only
pojesti,megenni,hu,1,confirmed
pojesti,megeheted,hu,0,corpus_only
pokazati,megmutatni,hu,1,confirmed
pokazati,mutathatok,hu,0,corpus_only
pokazivati,mutatni,hu,1,confirmed
pokazivati,mutogatni,hu,0,corpus_only
poker,póker,hu,1,confirmed
poker,pókerezem,hu,0,corpus_only
poklon,ajándék,hu,1,confirmed
poklon,ajándékodat,hu,0,corpus_only
poklopac,fedő,hu,1,confirmed
poklopac,fedél,hu,0,confirmed
poklopac,fedőt,hu,0,corpus_only
pokopati,eltemetni,hu,1,confirmed
pokopati,temetnünk,hu,0,corpus_only
pokraj,mellett,hu,1,confirmed
pokraj,szomszédban,hu,0,corpus_only
pokrenuti,elindítani,hu,1,confirmed
pokrenuti,futtatni,hu,0,corpus_only
pokret,mozgalom,hu,1,confirmed
pokret,mozdulat,hu,0,confirmed
pokret,mozgalmat,hu,0,corpus_only
pokretati,elindítani,hu,1,llm_only
pokriti,letakarni,hu,1,confirmed
pokriti,fedezi,hu,0,corpus_only
pokrivati,fedezni,hu,1,confirmed
pokrivati,fedezlek,hu,0,corpus_only
pokupiti,felszedni,hu,1,confirmed
pokupiti,felvesz,hu,0,corpus_only
pokušaj,kísérlet,hu,1,confirmed
pokušaj,próbálkozás,hu,0,corpus_only
pokušati,megpróbálni,hu,1,confirmed
pokušati,megpróbálhatok,hu,0,corpus_only
pokušavati,próbálni,hu,1,confirmed
pokušavati,próbálkozást,hu,0,corpus_only
pokvariti,elrontani,hu,1,confirmed
pokvariti,rontsd,hu,0,corpus_only
pola,fél,hu,1,confirmed
pola,félórát,hu,0,corpus_only
polako,lassan,hu,1,confirmed
polako,lassacskán,hu,0,corpus_only
polazak,indulás,hu,1,confirmed
polazak,indulásra,hu,0,corpus_only
policajac,rendőr,hu,1,confirmed
policajac,zsaruként,hu,0,corpus_only
policajka,rendőrnő,hu,1,confirmed
